日期	開盤	最高	最低	收盤	漲跌	漲%	成交量	成交金額	本益比
20110719	58.85	59.05	58.65	58.90	-0.10	-0.17%	8282	487389	0
20110718	59.15	59.20	58.40	59.00	-0.20	-0.34%	20727	1219850	0
20110715	59.00	59.25	58.70	59.20	0.30	0.51%	18410	1085949	0
20110714	59.00	59.05	58.45	58.90	0.20	0.34%	39805	2337248	0
20110713	58.65	59.00	58.45	58.70	0.00	0.00%	39175	2299380	0
20110712	59.10	59.10	58.45	58.70	-0.95	-1.59%	48066	2820749	0
20110711	59.85	59.95	59.40	59.65	-0.40	-0.67%	11993	714983	0
20110708	60.50	60.70	59.90	60.05	-0.30	-0.50%	14932	899593	0
20110707	60.70	60.70	60.15	60.35	-0.25	-0.41%	11109	669904	0
20110706	60.00	60.70	60.00	60.60	0.65	1.08%	13485	816467	0
20110705	60.00	60.10	59.75	59.95	-0.10	-0.17%	12622	756315	0
20110704	59.90	60.20	59.90	60.05	0.35	0.59%	18909	1135645	0
20110701	59.20	59.80	59.20	59.70	0.85	1.44%	13965	831822	0
20110630	58.80	59.00	58.55	58.85	0.20	0.34%	8335	490030	0
20110629	58.00	58.75	57.90	58.65	1.00	1.73%	16311	952014	0
20110628	58.05	58.15	57.50	57.65	-0.15	-0.26%	11858	686234	0
20110627	57.50	57.85	57.20	57.80	-0.40	-0.69%	27066	1553984	0
20110624	58.70	58.70	58.00	58.20	-0.45	-0.77%	27219	1582931	0
20110623	58.95	59.10	58.60	58.65	-0.55	-0.93%	15138	889061	0
20110622	59.50	59.50	58.80	59.20	0.15	0.25%	11737	694121	0
20110621	59.00	59.20	58.65	59.05	0.45	0.77%	15220	896564	0
20110620	59.40	59.50	58.55	58.60	-0.60	-1.01%	21507	1267010	0
20110617	59.60	59.70	59.00	59.20	-0.20	-0.34%	20766	1230364	0
20110616	59.90	59.90	59.30	59.40	-1.10	-1.82%	23032	1370265	0
20110615	60.70	60.70	59.80	60.50	-0.25	-0.41%	11156	670740	0
20110614	60.00	60.75	59.80	60.75	1.00	1.67%	11523	695093	0
20110613	60.25	60.25	59.60	59.75	-0.80	-1.32%	21850	1309107	0
20110610	62.15	62.20	60.50	60.55	-1.45	-2.34%	27188	1664895	0
20110609	61.80	62.10	61.80	62.00	0.00	0.00%	8666	537319	0
20110608	62.05	62.25	61.85	62.00	-0.20	-0.32%	14003	869599	0
20110607	61.90	62.25	61.55	62.20	0.00	0.00%	10968	678820	0
20110603	62.00	62.25	61.75	62.20	0.30	0.48%	14877	923388	0
20110602	62.00	62.15	61.80	61.90	-0.45	-0.72%	18610	1153779	0
20110601	62.00	62.45	61.85	62.35	0.35	0.56%	26709	1662146	0
20110531	60.80	62.00	60.80	62.00	1.50	2.48%	10825	665428	0
20110530	60.40	60.75	60.00	60.50	-0.10	-0.17%	10602	640954	0
20110527	60.65	61.00	60.50	60.60	-0.25	-0.41%	11666	708465	0
20110526	60.35	60.85	60.20	60.85	0.60	1.00%	7274	439654	0
20110525	60.10	60.40	59.80	60.25	-0.20	-0.33%	22810	1369586	0
20110524	60.30	60.45	60.05	60.45	0.10	0.17%	26104	1573208	0
20110523	60.80	60.80	60.00	60.35	-0.75	-1.23%	38595	2327333	0
20110520	61.25	61.50	60.90	61.10	0.05	0.08%	15265	934690	0
20110519	61.60	62.10	61.05	61.05	-0.55	-0.89%	17154	1057116	0
20110518	61.20	61.60	61.15	61.60	0.35	0.57%	5865	359579	0
20110517	61.20	61.45	60.95	61.25	-0.05	-0.08%	16744	1023691	0
20110516	61.95	61.95	61.25	61.30	-0.75	-1.21%	16445	1012125	0
20110513	62.25	62.25	61.90	62.05	-0.20	-0.32%	7629	473374	0
20110512	61.70	62.40	61.55	62.25	0.20	0.32%	17884	1106476	0
20110511	62.50	62.50	61.95	62.05	-0.25	-0.40%	9691	602825	0
20110510	62.30	62.30	62.05	62.30	0.00	0.00%	8415	523328	0
20110509	62.10	62.60	61.90	62.30	0.35	0.56%	15562	970801	0
20110506	61.90	62.05	61.65	61.95	-0.30	-0.48%	24043	1488028	0
20110505	61.40	62.35	61.30	62.25	0.45	0.73%	22314	1383076	0
20110504	61.60	61.80	61.10	61.80	-0.35	-0.56%	19730	1212549	0
20110503	62.20	62.30	61.50	62.15	0.15	0.24%	26662	1648531	0
20110429	62.00	62.40	61.65	62.00	-0.15	-0.24%	50488	3134707	0
20110428	62.25	62.50	62.00	62.15	0.00	0.00%	30767	1914440	0
20110427	61.75	62.25	61.75	62.15	0.95	1.55%	46503	2886914	0
20110426	60.90	61.35	60.70	61.20	-0.25	-0.41%	23838	1453700	0
20110425	61.90	62.00	61.25	61.45	-0.15	-0.24%	26925	1655178	0
20110422	61.80	61.80	61.45	61.60	-0.10	-0.16%	22106	1360632	0
20110421	60.95	61.80	60.95	61.70	1.40	2.32%	34319	2109854	0
20110420	59.50	60.35	59.50	60.30	1.10	1.86%	11997	720350	0
20110419	59.35	59.35	58.80	59.20	-0.35	-0.59%	14046	828487	0
20110418	59.75	59.95	59.45	59.55	-0.10	-0.17%	5205	310862	0
20110415	60.40	60.45	59.60	59.65	-0.70	-1.16%	3910	234240	0
20110414	60.45	60.70	60.05	60.35	-0.05	-0.08%	5749	346819	0
20110413	59.90	60.40	59.75	60.40	0.35	0.58%	9152	549444	0
20110412	60.80	60.80	59.85	60.05	-1.05	-1.72%	14750	887467	0
20110411	61.10	61.20	60.75	61.10	0.00	0.00%	16414	999424	0
20110408	61.25	61.50	61.00	61.10	-0.20	-0.33%	11890	728184	0
20110407	61.35	61.40	60.95	61.30	0.15	0.25%	20231	1236839	0
20110406	60.00	61.40	60.00	61.15	1.30	2.17%	30708	1869610	0
20110401	59.60	59.85	59.60	59.85	0.30	0.50%	9617	574322	0
20110331	59.50	59.70	59.10	59.55	-0.05	-0.08%	8065	479324	0
20110330	59.40	59.80	59.25	59.60	0.35	0.59%	11142	663979	0
20110329	58.90	59.30	58.75	59.25	0.10	0.17%	5978	353260	0
20110328	59.25	59.30	58.85	59.15	-0.20	-0.34%	6845	404102	0
20110325	59.05	59.65	59.05	59.35	0.60	1.02%	12812	759378	0
20110324	58.85	59.00	58.55	58.75	0.25	0.43%	13113	771550	0
20110323	58.40	58.65	58.15	58.50	0.10	0.17%	13061	763909	0
20110322	58.50	58.70	58.35	58.40	0.30	0.52%	17030	996810	0
20110321	57.90	58.50	57.80	58.10	0.35	0.61%	18789	1093703	0
20110318	57.70	57.80	57.35	57.75	0.45	0.79%	13046	751748	0
20110317	56.80	57.30	56.50	57.30	0.00	0.00%	20326	1156135	0
20110316	58.00	58.05	57.25	57.30	-0.20	-0.35%	20894	1202366	0
20110315	58.70	58.70	55.60	57.50	-1.30	-2.21%	62123	3543816	0
20110314	58.60	58.90	57.65	58.80	-0.05	-0.08%	28009	1633886	0
20110311	59.05	59.05	58.40	58.85	-0.65	-1.09%	22485	1319230	0
20110310	60.15	60.25	59.30	59.50	-0.70	-1.16%	8148	485402	0
20110309	60.55	60.65	60.00	60.20	-0.05	-0.08%	11164	672708	0
20110308	60.05	60.40	60.05	60.25	0.05	0.08%	2591	156203	0
20110307	60.50	60.50	60.00	60.20	-0.45	-0.74%	14595	877236	0
20110304	60.50	60.70	60.40	60.65	0.45	0.75%	12109	733065	0
20110303	59.55	60.30	59.50	60.20	0.75	1.26%	28035	1677338	0
20110302	59.45	59.90	59.40	59.45	-0.50	-0.83%	22951	1369551	0
20110301	59.70	60.05	59.50	59.95	0.45	0.76%	8004	478921	0
20110225	59.30	59.65	58.45	59.50	0.50	0.85%	34453	2033280	0
20110224	59.00	59.55	59.00	59.00	0.00	0.00%	28689	1699444	0
20110223	59.45	59.70	58.80	59.00	-0.85	-1.42%	28150	1669981	0
20110222	60.30	60.30	59.30	59.85	-0.80	-1.32%	31461	1872708	0
20110221	60.40	60.80	60.15	60.65	0.00	0.00%	14830	898301	0
20110218	60.00	60.85	59.95	60.65	1.00	1.68%	9832	594818	0
20110217	59.75	59.80	59.40	59.65	-0.20	-0.33%	6957	414980	0
20110216	59.80	60.10	59.60	59.85	0.10	0.17%	20566	1232166	0
20110215	59.40	59.90	58.65	59.75	0.35	0.59%	9825	584164	0
20110214	59.05	59.65	59.05	59.40	0.50	0.85%	11080	657605	0
20110211	60.40	60.40	58.50	58.90	-1.95	-3.20%	43872	2616283	0
20110210	61.60	61.60	60.75	60.85	-1.15	-1.85%	22906	1397844	0
20110209	62.50	62.60	61.70	62.00	-0.60	-0.96%	12233	758615	0
20110208	63.05	63.20	62.40	62.60	-0.40	-0.63%	11116	697463	0
20110128	62.50	63.00	62.45	63.00	0.55	0.88%	11849	743247	0
20110127	62.05	62.70	62.05	62.45	0.45	0.73%	17157	1071020	0
20110126	61.45	62.10	61.45	62.00	0.55	0.90%	20931	1294265	0
20110125	61.45	61.70	61.40	61.45	0.50	0.82%	18634	1147595	0
20110124	61.00	61.20	60.90	60.95	-0.05	-0.08%	17732	1081664	0
20110121	61.10	61.45	60.55	61.00	-0.65	-1.05%	11628	708962	0
20110120	62.00	62.00	61.60	61.65	-0.40	-0.64%	5217	321862	0
20110119	61.35	62.15	61.35	62.05	0.70	1.14%	15346	948522	0
20110118	60.55	61.55	60.50	61.35	0.50	0.82%	9691	592468	0
20110117	61.15	61.25	60.70	60.85	-0.15	-0.25%	5094	310234	0
20110114	60.95	61.10	60.80	61.00	-0.05	-0.08%	7318	446642	0
20110113	61.25	61.40	60.80	61.05	-0.05	-0.08%	10157	621141	0
20110112	61.00	61.25	60.90	61.10	0.25	0.41%	5713	348896	0
20110111	59.70	61.00	59.70	60.85	1.00	1.67%	12746	771066	0
20110110	59.75	59.90	59.55	59.85	0.20	0.34%	4242	253246	0
20110107	60.25	60.35	59.40	59.65	-0.55	-0.91%	12301	735134	0
20110106	60.25	60.30	59.95	60.20	-0.10	-0.17%	6884	413507	0
20110105	61.10	61.35	59.90	60.30	-1.00	-1.63%	20764	1255031	0
20110104	61.55	61.60	61.30	61.30	-0.15	-0.24%	11093	681759	0
20110103	61.60	61.65	61.45	61.45	0.05	0.08%	12033	740821	0
