日期	開盤	最高	最低	收盤	漲跌	漲%	成交量	成交金額	本益比
20151019	66.00	66.20	65.70	65.95	0.20	0.30%	7411	488570	0
20151016	65.95	66.00	65.60	65.75	-0.25	-0.38%	8189	538695	0
20151015	65.65	66.35	65.65	66.00	0.95	1.46%	14358	948629	0
20151014	65.30	65.30	64.95	65.05	-0.25	-0.38%	7136	464718	0
20151013	65.60	65.65	65.15	65.30	-0.25	-0.38%	7490	489761	0
20151012	65.05	65.90	65.05	65.55	0.85	1.31%	17466	1144859	0
20151008	65.10	65.30	64.60	64.70	-0.15	-0.23%	12360	803154	0
20151007	63.90	64.85	63.90	64.85	0.95	1.49%	8637	557001	0
20151006	64.15	64.70	63.85	63.90	0.50	0.79%	8301	533161	0
20151005	63.80	64.00	63.25	63.40	0.15	0.24%	5383	342144	0
20151002	63.35	63.60	63.10	63.25	-0.35	-0.55%	7572	479582	0
20151001	62.60	63.70	62.20	63.60	1.20	1.92%	11987	756665	0
20150930	61.45	62.60	61.45	62.40	0.15	0.24%	8574	533541	0
20150925	62.15	62.35	61.60	62.25	0.25	0.40%	5982	370529	0
20150924	62.55	62.85	61.90	62.00	-0.35	-0.56%	7365	458475	0
20150923	63.20	63.20	62.20	62.35	-1.45	-2.27%	10046	627965	0
20150922	63.55	63.95	63.55	63.80	0.35	0.55%	4331	275987	0
20150921	64.05	64.10	63.20	63.45	-1.40	-2.16%	9988	633936	0
20150918	65.00	65.00	64.55	64.85	-0.15	-0.23%	3507	227185	0
20150917	64.50	65.15	64.50	65.00	1.10	1.72%	12910	838052	0
20150916	63.65	64.00	63.40	63.90	0.75	1.19%	7423	473560	0
20150915	63.75	63.85	63.05	63.15	-0.50	-0.79%	5768	365313	0
20150914	63.90	64.00	63.25	63.65	0.15	0.24%	4390	279210	0
20150911	63.30	63.70	63.05	63.50	0.05	0.08%	7961	505297	0
20150910	63.80	63.80	63.15	63.45	-0.70	-1.09%	10185	646045	0
20150909	62.65	64.15	62.65	64.15	2.70	4.39%	24002	1525864	0
20150908	61.50	61.65	61.10	61.45	0.20	0.33%	9642	592119	0
20150907	61.30	62.30	61.10	61.25	-0.10	-0.16%	10156	624485	0
20150904	62.15	62.55	61.35	61.35	-0.80	-1.29%	15809	978164	0
20150903	62.35	62.40	61.60	62.15	0.05	0.08%	7544	468272	0
20150902	61.10	62.30	60.95	62.10	0.35	0.57%	18170	1118387	0
20150901	61.90	62.60	61.50	61.75	-0.55	-0.88%	12341	766117	0
20150831	61.30	62.35	61.20	62.30	0.50	0.81%	18958	1171282	0
20150828	61.00	61.90	61.00	61.80	1.65	2.74%	18685	1150095	0
20150827	60.60	60.65	60.00	60.15	-0.20	-0.33%	18326	1106780	0
20150826	59.30	60.50	58.65	60.35	0.35	0.58%	17124	1020266	0
20150825	57.50	60.00	57.50	60.00	2.50	4.35%	43488	2578414	0
20150824	59.10	59.10	55.40	57.50	-2.30	-3.85%	61317	3512538	0
20150821	60.60	60.75	59.80	59.80	-1.60	-2.61%	28076	1689327	0
20150820	61.25	61.85	60.95	61.40	-0.20	-0.32%	19329	1185813	0
20150819	62.40	62.50	61.30	61.60	-0.95	-1.52%	17596	1088316	0
20150818	63.00	63.30	62.45	62.55	-0.35	-0.56%	9842	617281	0
20150817	63.30	63.30	62.70	62.90	-0.40	-0.63%	13853	871312	0
20150814	63.45	63.75	63.15	63.30	-0.25	-0.39%	8405	532407	0
20150813	63.45	63.90	63.35	63.55	0.10	0.16%	16147	1025509	0
20150812	64.25	64.45	63.00	63.45	-1.10	-1.70%	24219	1541064	0
20150811	65.30	65.80	64.40	64.55	0.00	0.00%	17411	1131041	0
20150810	64.60	64.75	64.00	64.55	-0.15	-0.23%	10083	649653	0
20150807	64.50	65.00	64.20	64.70	-0.30	-0.46%	6899	446241	0
20150806	66.00	66.05	64.55	65.00	-0.70	-1.07%	23621	1535880	0
20150805	65.55	66.00	65.30	65.70	0.40	0.61%	9875	648399	0
20150804	65.50	66.00	65.00	65.30	0.05	0.08%	12310	803218	0
20150803	65.90	65.90	64.90	65.25	-0.90	-1.36%	15758	1027198	0
20150731	66.50	66.55	65.80	66.15	-0.35	-0.53%	11170	737988	0
20150730	65.60	66.55	65.55	66.50	1.10	1.68%	7474	494964	0
20150729	65.90	65.90	65.10	65.40	-0.45	-0.68%	18493	1209602	0
20150728	65.75	66.30	65.50	65.85	0.05	0.08%	17519	1154892	0
20150727	66.40	66.55	65.55	65.80	-0.95	-1.42%	28446	1876583	0
20150724	67.05	67.25	66.50	66.75	-0.40	-0.60%	19922	1331121	0
20150723	67.50	67.85	66.85	67.15	-0.65	-0.96%	20981	1410060	0
20150722	68.20	68.30	67.70	67.80	-0.85	-1.24%	14140	961044	0
20150721	68.35	68.65	68.00	68.65	0.65	0.96%	3364	229996	0
20150720	69.00	69.20	67.80	68.00	-0.50	-0.73%	7832	535749	0
20150717	68.35	68.65	68.30	68.50	-0.10	-0.15%	3432	235054	0
20150716	68.60	68.95	68.20	68.60	0.35	0.51%	6940	476110	0
20150715	68.30	68.65	68.00	68.25	0.15	0.22%	8866	605237	0
20150714	68.30	68.70	68.05	68.10	0.00	0.00%	9619	657391	0
20150713	68.00	68.10	67.20	68.10	1.00	1.49%	15807	1069054	0
20150709	66.80	67.35	66.10	67.10	-0.40	-0.59%	33083	2203429	0
20150708	69.20	69.20	67.45	67.50	-2.10	-3.02%	37900	2576677	0
20150707	69.65	70.10	69.45	69.60	0.30	0.43%	4707	328215	0
20150706	69.55	70.05	69.20	69.30	-0.80	-1.14%	7585	526950	0
20150703	70.00	70.20	69.25	70.10	0.00	0.00%	7762	540424	0
20150702	70.20	70.25	69.85	70.10	0.05	0.07%	4341	303949	0
20150701	69.40	70.30	69.25	70.05	0.65	0.94%	6063	424661	0
20150630	68.80	69.40	68.80	69.40	0.60	0.87%	4093	282871	0
20150629	69.35	69.60	68.75	68.80	-1.65	-2.34%	11576	800533	0
20150626	70.45	70.45	70.15	70.45	0.00	0.00%	4927	346310	0
20150625	70.00	70.65	70.00	70.45	0.80	1.15%	13815	972268	0
20150624	69.60	69.70	69.40	69.65	0.10	0.14%	6127	426269	0
20150623	69.55	69.85	69.35	69.55	0.20	0.29%	5311	369513	0
20150622	68.75	69.40	68.75	69.35	0.95	1.39%	11310	782305	0
20150618	68.45	68.55	68.20	68.40	-0.10	-0.15%	10688	730685	0
20150617	68.20	68.75	68.20	68.50	0.30	0.44%	5565	380967	0
20150616	68.65	68.65	68.05	68.20	-0.45	-0.66%	8682	592299	0
20150615	68.80	69.00	68.50	68.65	-0.15	-0.22%	3762	258522	0
20150612	68.90	69.00	68.45	68.80	-0.05	-0.07%	3176	218259	0
20150611	68.80	68.90	68.40	68.85	0.20	0.29%	7353	504746	0
20150610	68.55	68.90	68.45	68.65	0.30	0.44%	8667	595189	0
20150609	68.50	68.60	68.00	68.35	-0.55	-0.80%	18430	1258037	0
20150608	68.30	69.05	68.00	68.90	0.45	0.66%	9094	622037	0
20150605	68.50	68.60	68.20	68.45	-0.15	-0.22%	15106	1033376	0
20150604	69.80	69.90	68.35	68.60	-1.35	-1.93%	28182	1941540	0
20150603	70.30	70.40	69.90	69.95	-0.45	-0.64%	6558	459976	0
20150602	70.45	70.50	70.00	70.40	-0.10	-0.14%	4867	341989	0
20150601	71.10	71.15	70.25	70.50	-0.60	-0.84%	7850	553307	0
20150529	71.70	71.70	71.05	71.10	-0.40	-0.56%	4900	349372	0
20150528	71.75	71.90	71.25	71.50	0.35	0.49%	5790	414080	0
20150527	70.85	71.30	70.70	71.15	0.15	0.21%	5812	413273	0
20150526	71.20	71.60	70.80	71.00	0.30	0.42%	7521	535293	0
20150525	70.45	70.95	70.30	70.70	0.00	0.00%	2391	169027	0
20150522	70.20	70.95	70.20	70.70	0.55	0.78%	6153	435042	0
20150521	70.15	70.20	69.75	70.15	-0.65	-0.92%	11568	809812	0
20150520	71.25	71.25	70.80	70.80	-0.50	-0.70%	7531	534195	0
20150519	70.40	71.45	70.40	71.30	1.05	1.49%	8458	601703	0
20150518	70.05	70.30	70.00	70.25	0.25	0.36%	3248	227961	0
20150515	70.30	70.35	69.70	70.00	-0.10	-0.14%	11643	815422	0
20150514	70.85	70.95	70.00	70.10	-1.00	-1.41%	16520	1161688	0
20150513	70.70	71.20	70.70	71.10	0.40	0.57%	6874	488180	0
20150512	70.60	70.85	70.55	70.70	-0.15	-0.21%	9064	640522	0
20150511	71.00	71.20	70.30	70.85	0.35	0.50%	11222	793548	0
20150508	70.45	70.65	70.45	70.50	0.05	0.07%	5647	398590	0
20150507	70.80	70.80	70.15	70.45	-0.85	-1.19%	10204	718490	0
20150506	70.80	71.40	70.50	71.30	0.10	0.14%	6603	468611	0
20150505	71.40	71.40	70.90	71.20	-0.40	-0.56%	6801	483839	0
20150504	71.45	71.65	70.85	71.60	0.15	0.21%	5381	383599	0
20150430	71.60	71.80	71.15	71.45	-0.35	-0.49%	6781	485000	0
20150429	72.50	72.70	71.60	71.80	-0.80	-1.10%	10075	725595	0
20150428	72.85	73.10	72.35	72.60	-0.15	-0.21%	16465	1195112	0
20150427	73.00	73.30	72.60	72.75	0.55	0.76%	13282	968278	0
20150424	71.70	72.85	71.70	72.20	0.70	0.98%	26527	1917092	0
20150423	70.20	71.50	70.15	71.50	1.85	2.66%	24334	1724238	0
20150422	69.30	69.80	69.25	69.65	0.70	1.02%	11312	787537	0
20150421	69.05	69.30	68.85	68.95	0.00	0.00%	2864	197794	0
20150420	68.70	69.15	68.55	68.95	-0.10	-0.14%	9572	657846	0
20150417	69.55	69.55	68.90	69.05	-0.65	-0.93%	9237	637969	0
20150416	68.95	69.70	68.90	69.70	1.05	1.53%	15774	1096082	0
20150415	69.25	69.50	68.40	68.65	-0.85	-1.22%	17267	1185133	0
20150414	69.85	69.85	69.50	69.50	-0.35	-0.50%	4563	317630	0
20150413	69.90	69.95	69.65	69.85	0.20	0.29%	4200	293101	0
20150410	69.70	69.80	69.45	69.65	0.55	0.80%	4600	320215	0
20150409	69.00	69.85	68.95	69.10	0.10	0.14%	6206	430981	0
20150408	69.60	69.60	68.85	69.00	-0.60	-0.86%	5070	350122	0
20150407	69.55	69.70	69.35	69.60	0.10	0.14%	3448	239681	0
20150402	68.90	69.75	68.90	69.50	0.85	1.24%	7801	541861	0
20150401	68.70	68.85	68.50	68.65	-0.40	-0.58%	8234	565367	0
20150331	69.00	69.25	68.80	69.05	0.25	0.36%	7643	527392	0
20150330	68.75	68.90	68.55	68.80	0.05	0.07%	10354	711624	0
20150327	69.40	69.40	68.65	68.75	-0.65	-0.94%	10014	690645	0
20150326	69.40	69.70	69.15	69.40	-0.85	-1.21%	9508	659426	0
20150325	70.50	70.60	70.10	70.25	-0.25	-0.35%	4459	313055	0
20150324	70.55	70.85	70.35	70.50	-0.25	-0.35%	4505	317853	0
20150323	70.55	70.90	70.45	70.75	0.20	0.28%	7600	537702	0
20150320	70.65	70.65	70.40	70.55	-0.10	-0.14%	4499	317484	0
20150319	70.50	70.90	70.25	70.65	0.75	1.07%	12489	882632	0
20150318	69.20	70.15	69.20	69.90	0.75	1.08%	18621	1302008	0
20150317	69.20	69.75	69.00	69.15	0.25	0.36%	7096	491872	0
20150316	69.35	69.35	68.85	68.90	-0.55	-0.79%	6080	420077	0
20150313	69.65	69.75	69.45	69.45	-0.20	-0.29%	4528	315258	0
20150312	68.85	69.65	68.80	69.65	0.60	0.87%	5710	396200	0
20150311	68.35	69.15	68.30	69.05	0.10	0.15%	10039	689233	0
20150310	69.00	69.05	68.60	68.95	-0.15	-0.22%	6958	479061	0
20150309	69.45	69.50	68.90	69.10	-0.70	-1.00%	7465	515792	0
20150306	69.55	69.90	69.30	69.80	0.10	0.14%	3067	213690	0
20150305	69.95	70.00	69.35	69.70	-0.25	-0.36%	3762	261884	0
20150304	69.55	70.05	69.50	69.95	0.05	0.07%	6415	448582	0
20150303	70.05	70.10	69.50	69.90	-0.10	-0.14%	5068	353130	0
20150302	70.30	70.55	69.75	70.00	-0.30	-0.43%	6589	461349	0
20150226	70.55	70.65	70.05	70.30	-0.50	-0.71%	8689	610955	0
20150225	70.70	70.90	70.55	70.80	0.55	0.78%	23254	1644415	0
20150224	69.95	70.45	69.95	70.25	0.80	1.15%	14550	1022505	0
20150213	69.35	69.65	69.35	69.45	0.45	0.65%	7600	528270	0
20150212	69.00	69.20	68.80	69.00	0.00	0.00%	9310	642509	0
20150211	68.70	69.25	68.70	69.00	0.75	1.10%	7199	496603	0
20150210	68.45	68.50	68.20	68.25	-0.25	-0.36%	8023	547921	0
20150209	68.75	68.75	68.25	68.50	-0.25	-0.36%	3512	240430	0
20150206	69.10	69.20	68.65	68.75	-0.35	-0.51%	4108	282693	0
20150205	69.05	69.25	68.80	69.10	-0.30	-0.43%	4784	329875	0
20150204	69.20	69.50	69.05	69.40	0.75	1.09%	20358	1411607	0
20150203	68.35	68.85	68.10	68.65	0.50	0.73%	16646	1142794	0
20150202	68.20	68.35	67.90	68.15	0.15	0.22%	5811	395850	0
20150130	68.60	68.60	68.00	68.00	-0.30	-0.44%	4264	290996	0
20150129	69.05	69.05	68.15	68.30	-0.85	-1.23%	19790	1353477	0
20150128	68.80	69.20	68.80	69.15	0.00	0.00%	35994	2485687	0
20150127	69.00	69.25	68.80	69.15	0.45	0.66%	36217	2499214	0
20150126	68.55	68.85	68.45	68.70	0.00	0.00%	20460	1404630	0
20150123	68.25	68.70	68.25	68.70	1.10	1.63%	35860	2457940	0
20150122	67.50	67.90	67.45	67.60	0.35	0.52%	16125	1090773	0
20150121	67.20	67.30	67.00	67.25	0.50	0.75%	17556	1179808	0
20150120	66.50	66.90	66.35	66.75	0.50	0.75%	10098	673783	0
20150119	66.30	66.75	66.05	66.25	0.75	1.15%	17591	1166409	0
20150116	66.25	66.40	65.35	65.50	-0.30	-0.46%	9318	613485	0
20150115	65.65	65.95	65.35	65.80	0.20	0.30%	3526	231507	0
20150114	66.00	66.05	65.40	65.60	-0.35	-0.53%	7205	473110	0
20150113	65.60	66.40	65.40	65.95	0.20	0.30%	6152	406400	0
20150112	65.80	66.15	65.65	65.75	-0.40	-0.60%	9060	596822	0
20150109	66.90	66.95	66.05	66.15	-0.35	-0.53%	5892	391342	0
20150108	65.50	66.60	65.50	66.50	1.50	2.31%	13154	871152	0
20150107	64.70	65.25	64.70	65.00	0.10	0.15%	6992	454539	0
20150106	65.75	65.75	64.75	64.90	-1.65	-2.48%	19502	1272547	0
20150105	66.40	66.75	66.00	66.55	-0.30	-0.45%	6296	417638	0
