日期	開盤	最高	最低	收盤	漲跌	漲%	成交量	成交金額	本益比
20121002	55.10	55.35	54.95	55.25	0.25	0.45%	6553	361735	0
20121001	55.00	55.10	54.75	55.00	-0.15	-0.27%	4007	219963	0
20120928	55.25	55.35	54.80	55.15	0.05	0.09%	4581	252268	0
20120927	54.80	55.15	54.80	55.10	0.20	0.36%	4809	264440	0
20120926	54.90	55.15	54.75	54.90	-0.40	-0.72%	5913	324391	0
20120925	55.60	55.65	55.25	55.30	-0.20	-0.36%	7764	430403	0
20120924	55.30	55.70	54.95	55.50	0.05	0.09%	15114	834211	0
20120921	55.35	55.60	55.35	55.45	0.20	0.36%	11670	647386	0
20120920	55.55	55.65	55.10	55.25	-0.40	-0.72%	12363	684405	0
20120919	55.45	55.75	55.35	55.65	0.25	0.45%	20680	1148672	0
20120918	55.50	55.60	55.25	55.40	-0.20	-0.36%	17292	958883	0
20120917	55.50	55.80	55.35	55.60	0.10	0.18%	20150	1120483	0
20120914	54.80	55.60	54.80	55.50	1.35	2.49%	35619	1967238	0
20120913	54.20	54.30	54.05	54.15	0.10	0.19%	11501	623341	0
20120912	53.75	54.15	53.75	54.05	0.75	1.41%	21343	1152027	0
20120911	53.35	53.50	53.25	53.30	-0.05	-0.09%	8197	437512	0
20120910	52.95	53.35	52.90	53.35	0.40	0.76%	8807	468549	0
20120907	53.10	53.20	52.80	52.95	0.80	1.53%	7668	406457	0
20120906	52.30	52.50	51.90	52.15	-0.20	-0.38%	5867	305950	0
20120905	52.90	52.90	52.35	52.35	-0.70	-1.32%	5020	263426	0
20120904	53.15	53.30	53.00	53.05	-0.10	-0.19%	7305	387907	0
20120903	52.70	53.25	52.70	53.15	0.40	0.76%	7154	379685	0
20120831	52.50	52.85	52.45	52.75	0.20	0.38%	3003	158161	0
20120830	52.45	52.70	52.40	52.55	-0.15	-0.28%	6948	364960	0
20120829	52.40	52.80	52.40	52.70	0.20	0.38%	2819	148463	0
20120828	52.95	52.95	52.45	52.50	-0.70	-1.32%	9135	480749	0
20120827	53.45	53.55	53.00	53.20	0.10	0.19%	7382	392803	0
20120824	53.00	53.20	52.95	53.10	-0.20	-0.38%	11024	585208	0
20120823	53.20	53.50	53.15	53.30	-0.05	-0.09%	8522	454200	0
20120822	53.35	53.40	53.00	53.35	-0.05	-0.09%	5561	295806	0
20120821	52.95	53.80	52.95	53.40	0.60	1.14%	27067	1449815	0
20120820	52.85	53.05	52.55	52.80	-0.15	-0.28%	9862	520221	0
20120817	53.35	53.35	52.95	52.95	-0.25	-0.47%	5271	279669	0
20120816	53.10	53.50	53.00	53.20	0.15	0.28%	7954	423898	0
20120815	53.20	53.40	52.95	53.05	-0.20	-0.38%	11947	634682	0
20120814	53.10	53.55	53.00	53.25	0.25	0.47%	16024	854492	0
20120813	53.00	53.25	52.95	53.00	0.20	0.38%	15662	831229	0
20120810	52.85	53.05	52.75	52.80	-0.05	-0.09%	11291	597431	0
20120809	52.10	52.90	52.10	52.85	1.10	2.13%	21225	1115574	0
20120808	51.95	52.20	51.70	51.75	0.15	0.29%	9545	496033	0
20120807	51.60	51.65	51.40	51.60	0.05	0.10%	4203	216575	0
20120806	51.90	52.00	51.45	51.55	0.65	1.28%	11036	570637	0
20120803	50.75	50.90	50.55	50.90	-0.30	-0.59%	5087	258149	0
20120801	50.90	51.30	50.80	51.20	0.10	0.20%	6882	351451	0
20120731	50.50	51.10	50.10	51.10	0.85	1.69%	14837	752408	0
20120730	50.00	50.55	50.00	50.25	0.33	0.66%	10029	504650	0
20120727	49.50	49.95	49.35	49.92	0.98	2.00%	9753	484417	0
20120726	49.33	49.33	48.78	48.94	0.08	0.16%	8170	400096	0
20120725	48.82	49.21	48.51	48.86	-0.26	-0.53%	16634	812609	0
20120724	49.20	49.20	48.89	49.12	-0.13	-0.26%	22241	1089951	0
20120723	49.65	49.70	49.04	49.25	-0.90	-1.79%	14881	731893	0
20120720	50.15	50.25	49.95	50.15	-0.05	-0.10%	5701	285440	0
20120719	49.70	50.30	49.66	50.20	1.00	2.03%	7663	383438	0
20120718	49.80	49.80	49.18	49.20	-0.65	-1.30%	8506	420343	0
20120717	49.50	50.05	49.40	49.85	0.35	0.71%	6753	336062	0
20120716	49.75	49.80	49.25	49.50	0.00	0.00%	6443	318754	0
20120713	49.50	49.70	49.35	49.50	-0.15	-0.30%	7929	392376	0
20120712	50.45	50.50	49.55	49.65	-0.90	-1.78%	15500	772037	0
20120711	50.30	50.55	50.15	50.55	0.15	0.30%	4163	209730	0
20120710	50.95	51.00	50.30	50.40	-0.55	-1.08%	9034	457489	0
20120709	50.80	51.05	50.65	50.95	-0.05	-0.10%	5880	298939	0
20120706	51.45	51.55	50.95	51.00	-0.30	-0.58%	11019	563639	0
20120705	51.45	51.65	51.25	51.30	-0.10	-0.19%	4999	256907	0
20120704	51.45	51.75	51.25	51.40	0.20	0.39%	9961	513096	0
20120703	50.80	51.50	50.75	51.20	0.60	1.19%	17112	875606	0
20120702	50.50	50.70	50.30	50.60	0.40	0.80%	9704	490223	0
20120629	49.48	50.30	49.35	50.20	0.67	1.35%	13652	681895	0
20120628	49.70	49.75	49.43	49.53	0.08	0.16%	10454	517727	0
20120627	48.88	49.50	48.86	49.45	0.46	0.94%	7521	370467	0
20120626	49.00	49.10	48.85	48.99	-0.21	-0.43%	15276	748241	0
20120625	49.04	49.29	49.03	49.20	-0.36	-0.73%	7113	349549	0
20120622	49.20	49.62	49.20	49.56	-0.59	-1.18%	6192	306255	0
20120621	50.20	50.30	49.88	50.15	-0.30	-0.59%	4587	229559	0
20120620	50.15	50.45	50.15	50.45	0.54	1.08%	9657	485881	0
20120619	50.00	50.10	49.86	49.91	-0.29	-0.58%	7269	363095	0
20120618	50.40	50.50	50.00	50.20	0.80	1.62%	9888	496283	0
20120615	48.78	49.40	48.68	49.40	0.62	1.27%	6220	305648	0
20120614	48.71	49.00	48.63	48.78	0.07	0.14%	3406	166322	0
20120613	48.61	48.83	48.46	48.71	0.10	0.21%	3991	194039	0
20120612	48.10	48.61	48.10	48.61	-0.38	-0.78%	5161	249848	0
20120611	48.86	49.07	48.65	48.99	0.99	2.06%	8364	409172	0
20120608	48.57	48.60	47.90	48.00	-0.74	-1.52%	12951	622569	0
20120607	49.10	49.12	48.63	48.74	0.11	0.23%	6004	293399	0
20120606	48.40	48.72	48.22	48.63	0.33	0.68%	5408	262473	0
20120605	48.42	48.45	48.04	48.30	0.62	1.30%	9723	469562	0
20120604	48.20	48.20	47.45	47.68	-1.47	-2.99%	37180	1775879	0
20120601	49.85	49.85	49.10	49.15	-1.00	-1.99%	13961	689001	0
20120531	49.55	50.15	49.24	50.15	0.05	0.10%	13195	653341	0
20120530	50.35	50.35	49.83	50.10	-0.60	-1.18%	11746	587648	0
20120529	49.60	50.80	49.60	50.70	1.23	2.49%	17147	865104	0
20120528	49.01	49.47	48.85	49.47	0.46	0.94%	6212	305319	0
20120525	49.45	49.45	48.95	49.01	-0.37	-0.75%	13504	662903	0
20120524	49.55	49.69	49.15	49.38	-0.11	-0.22%	12526	617627	0
20120523	49.90	49.90	49.39	49.49	-0.91	-1.81%	23947	1186430	0
20120522	50.35	50.40	50.05	50.40	0.45	0.90%	9359	470511	0
20120521	49.95	50.05	49.74	49.95	0.28	0.56%	14716	735013	0
20120518	50.05	50.25	49.62	49.67	-1.13	-2.22%	37830	1888229	0
20120517	50.25	50.85	50.25	50.80	0.60	1.20%	7940	401579	0
20120516	51.00	51.10	50.10	50.20	-1.00	-1.95%	32979	1667294	0
20120515	50.90	51.20	50.55	51.20	0.00	0.00%	21664	1102135	0
20120514	51.30	51.30	50.95	51.20	0.05	0.10%	10201	521119	0
20120511	51.60	51.60	51.05	51.15	-0.55	-1.06%	29046	1486046	0
20120510	51.60	52.00	51.55	51.70	0.00	0.00%	7133	368955	0
20120509	51.65	51.85	51.35	51.70	-0.35	-0.67%	22881	1179702	0
20120508	52.20	52.25	51.90	52.05	0.00	0.00%	9194	478410	0
20120507	52.45	52.45	51.85	52.05	-1.15	-2.16%	21312	1110096	0
20120504	52.80	53.30	52.65	53.20	0.10	0.19%	11425	605745	0
20120503	53.25	53.25	52.95	53.10	-0.25	-0.47%	5178	274835	0
20120502	52.25	53.35	52.20	53.35	1.30	2.50%	12133	642019	0
20120430	52.10	52.10	51.65	52.05	-0.15	-0.29%	12293	637993	0
20120427	52.60	53.05	52.10	52.20	-0.10	-0.19%	12943	678336	0
20120426	52.80	52.85	52.20	52.30	-0.40	-0.76%	5918	310769	0
20120425	52.60	52.80	52.45	52.70	0.30	0.57%	3255	171343	0
20120424	52.25	52.65	52.05	52.40	0.10	0.19%	6803	355503	0
20120423	52.30	52.40	51.85	52.30	-0.05	-0.10%	18552	966264	0
20120420	52.90	52.95	52.30	52.35	-0.70	-1.32%	15623	820875	0
20120419	53.05	53.20	52.50	53.05	0.05	0.09%	9679	511702	0
20120418	53.50	53.50	52.95	53.00	0.10	0.19%	11436	607457	0
20120417	53.90	53.90	52.90	52.90	-0.90	-1.67%	21792	1160268	0
20120416	53.45	53.80	53.45	53.80	-0.15	-0.28%	5519	296281	0
20120413	53.80	54.05	53.65	53.95	0.60	1.12%	8535	459863	0
20120412	53.05	53.40	52.85	53.35	0.05	0.09%	9450	502035	0
20120411	52.70	53.45	52.70	53.30	0.20	0.38%	12286	652939	0
20120410	53.55	53.60	52.90	53.10	0.00	0.00%	6630	353298	0
20120409	53.00	53.50	52.70	53.10	-0.65	-1.21%	18842	1001376	0
20120406	53.60	53.85	53.40	53.75	0.10	0.19%	15955	856068	0
20120405	53.45	53.80	53.05	53.65	-0.60	-1.11%	14639	781567	0
20120403	54.85	54.90	54.10	54.25	-0.45	-0.82%	9362	509304	0
20120402	54.90	54.90	54.50	54.70	-0.20	-0.36%	4413	241357	0
20120330	54.50	54.90	54.20	54.90	0.20	0.37%	8895	485425	0
20120329	55.20	55.20	54.35	54.70	-0.75	-1.35%	10461	571796	0
20120328	55.45	55.85	55.20	55.45	0.20	0.36%	12035	667844	0
20120327	54.80	55.25	54.75	55.25	0.70	1.28%	10106	555806	0
20120326	55.00	55.25	54.45	54.55	-0.90	-1.62%	9787	535419	0
20120323	55.45	55.60	55.30	55.45	-0.15	-0.27%	5430	300935	0
20120322	54.95	55.75	54.95	55.60	0.75	1.37%	12652	702269	0
20120321	54.85	55.20	54.80	54.85	0.00	0.00%	7561	415736	0
20120320	55.35	55.35	54.70	54.85	-0.40	-0.72%	6615	363472	0
20120319	55.45	55.65	54.80	55.25	-0.15	-0.27%	13387	737059	0
20120316	55.50	55.70	55.40	55.40	-0.25	-0.45%	8512	472801	0
20120315	55.75	55.90	55.50	55.65	-0.25	-0.45%	7324	407921	0
20120314	56.05	56.20	55.75	55.90	0.80	1.45%	23964	1341865	0
20120313	54.60	55.30	54.60	55.10	0.75	1.38%	18507	1018488	0
20120312	55.00	55.00	54.35	54.35	-0.60	-1.09%	10019	547428	0
20120309	54.70	55.05	54.45	54.95	0.25	0.46%	12919	708020	0
20120308	54.40	54.90	54.15	54.70	0.30	0.55%	15209	830033	0
20120307	54.00	54.50	54.00	54.40	-0.20	-0.37%	11161	605164	0
20120306	54.90	55.05	54.10	54.60	-0.25	-0.46%	16219	883460	0
20120305	55.30	55.35	54.80	54.85	-0.55	-0.99%	17881	981913	0
20120303	55.50	55.55	55.30	55.40	-0.20	-0.36%	9222	510988	0
20120302	56.00	56.10	55.55	55.60	-0.30	-0.54%	9085	506340	0
20120301	55.95	56.20	55.85	55.90	-0.10	-0.18%	20105	1126510	0
20120229	55.25	56.00	55.25	56.00	1.25	2.28%	28925	1612404	0
20120224	54.60	54.85	54.25	54.75	0.15	0.27%	9154	499477	0
20120223	54.55	54.75	54.40	54.60	-0.25	-0.46%	9186	501210	0
20120222	54.30	55.10	54.20	54.85	0.35	0.64%	17125	937733	0
20120221	54.50	54.75	54.00	54.50	-0.20	-0.37%	15256	828325	0
20120220	54.80	55.05	54.50	54.70	-0.05	-0.09%	31809	1739727	0
20120217	54.80	55.20	54.35	54.75	0.50	0.92%	35449	1943346	0
20120216	54.65	54.85	54.20	54.25	-0.65	-1.18%	22868	1247878	0
20120215	54.30	55.00	54.20	54.90	0.90	1.67%	41672	2276166	0
20120214	54.05	54.25	53.60	54.00	-0.20	-0.37%	23406	1264230	0
20120213	54.00	54.35	53.75	54.20	0.25	0.46%	26861	1452199	0
20120210	54.25	54.55	53.95	53.95	-0.45	-0.83%	28592	1549003	0
20120209	54.05	54.40	53.90	54.40	-0.05	-0.09%	36140	1956533	0
20120208	53.50	54.45	53.50	54.45	1.15	2.16%	39001	2103272	0
20120207	53.30	53.60	53.05	53.30	0.10	0.19%	19816	1056102	0
20120206	53.50	53.50	53.15	53.20	-0.45	-0.84%	18164	968437	0
20120204	53.35	53.80	53.35	53.65	0.60	1.13%	35193	1885937	0
20120203	52.95	53.05	52.75	53.05	0.15	0.28%	35675	1889356	0
20120202	52.70	52.95	52.50	52.90	0.60	1.15%	20430	1078026	0
20120201	52.20	52.50	52.00	52.30	0.35	0.67%	24095	1259527	0
20120131	52.00	52.40	51.75	51.95	0.15	0.29%	20611	1073539	0
20120130	51.40	52.30	51.40	51.80	1.40	2.78%	34219	1780543	0
20120118	50.55	50.75	50.30	50.40	-0.15	-0.30%	12507	631832	0
20120117	50.35	50.60	50.10	50.55	0.50	1.00%	15798	795641	0
20120116	51.05	51.10	49.75	50.05	-0.80	-1.57%	28880	1450782	0
20120113	51.15	51.25	50.75	50.85	0.10	0.20%	39263	2004902	0
20120112	50.70	50.85	50.50	50.75	0.10	0.20%	18822	954957	0
20120111	50.70	50.80	50.60	50.65	-0.05	-0.10%	13542	686837	0
20120110	50.20	50.70	50.20	50.70	0.89	1.79%	29306	1480715	0
20120109	49.90	49.95	49.63	49.81	-0.19	-0.38%	14068	700803	0
20120106	50.10	50.25	49.85	50.00	-0.15	-0.30%	28344	1418225	0
20120105	50.10	50.15	49.91	50.15	0.15	0.30%	21098	1055242	0
20120104	49.90	50.15	49.78	50.00	0.30	0.60%	23081	1153015	0
20120103	49.50	49.95	49.40	49.70	0.64	1.30%	19462	968039	0
20120102	49.45	49.60	48.94	49.06	-0.75	-1.51%	11332	556761	0
