日期	開盤	最高	最低	收盤	漲跌	漲%	成交量	成交金額	本益比
20141117	66.05	66.10	64.80	65.10	-0.60	-0.91%	17462	1141482	0
20141114	65.30	65.80	65.30	65.70	0.05	0.08%	11060	724600	0
20141113	65.00	65.65	65.00	65.65	0.65	1.00%	10845	709408	0
20141112	65.75	65.85	64.90	65.00	-0.95	-1.44%	18801	1227582	0
20141111	66.25	66.35	65.95	65.95	-0.20	-0.30%	15092	998174	0
20141110	65.40	66.30	65.25	66.15	0.95	1.46%	16375	1082027	0
20141107	65.00	65.25	64.70	65.20	0.10	0.15%	10652	692459	0
20141106	65.55	65.70	64.95	65.10	-0.40	-0.61%	21140	1382416	0
20141105	65.80	65.85	65.35	65.50	-0.15	-0.23%	10540	690085	0
20141104	65.75	66.05	65.55	65.65	0.05	0.08%	11030	725802	0
20141103	65.30	65.90	65.30	65.60	0.30	0.46%	10607	695909	0
20141031	65.00	65.30	64.70	65.30	0.50	0.77%	16609	1079822	0
20141030	64.85	64.95	64.55	64.80	-0.20	-0.31%	9084	588379	0
20141029	64.60	65.00	64.50	65.00	0.65	1.01%	9404	609040	0
20141028	64.00	64.35	64.00	64.35	1.10	1.74%	11179	717876	0
20141027	63.40	63.45	63.00	63.25	0.20	0.32%	8078	510851	0
20141024	63.85	63.85	62.80	63.05	-2.00	-3.07%	22503	1421023	0
20141023	65.30	65.30	65.00	65.05	-0.25	-0.38%	7088	461608	0
20141022	65.10	65.45	65.00	65.30	1.00	1.56%	9342	609084	0
20141021	64.40	64.55	64.20	64.30	-0.30	-0.46%	7237	465771	0
20141020	64.25	64.60	63.90	64.60	1.25	1.97%	10884	699922	0
20141017	64.25	64.40	63.35	63.35	-0.65	-1.02%	15740	1003579	0
20141016	63.65	64.35	63.25	64.00	-0.10	-0.16%	24720	1574418	0
20141015	64.45	64.80	63.95	64.10	-0.45	-0.70%	14412	924662	0
20141014	64.00	64.60	64.00	64.55	0.55	0.86%	12914	830368	0
20141013	64.15	64.55	63.80	64.00	-2.00	-3.03%	19671	1262059	0
20141009	66.10	66.45	65.70	66.00	0.30	0.46%	15004	991657	0
20141008	65.80	66.05	65.70	65.70	-0.40	-0.61%	8106	533687	0
20141007	66.25	66.25	65.70	66.10	-0.55	-0.83%	11314	746517	0
20141006	66.65	66.70	66.15	66.65	-0.05	-0.07%	6658	442683	0
20141003	65.80	66.70	65.60	66.70	1.20	1.83%	16239	1074509	0
20141002	65.00	65.75	64.90	65.50	0.00	0.00%	11487	750371	0
20141001	65.05	65.65	64.85	65.50	0.20	0.31%	17508	1145739	0
20140930	65.30	65.65	64.65	65.30	-0.10	-0.15%	20704	1347529	0
20140929	65.65	65.70	65.20	65.40	-0.20	-0.30%	17179	1123942	0
20140926	65.50	65.85	65.25	65.60	-0.35	-0.53%	23172	1519723	0
20140925	66.70	66.85	65.70	65.95	-0.60	-0.90%	23056	1525231	0
20140924	66.55	66.80	66.30	66.55	-0.25	-0.37%	25198	1677322	0
20140923	66.90	67.00	66.65	66.80	-0.15	-0.22%	14804	989664	0
20140922	67.35	67.35	66.55	66.95	-1.05	-1.54%	27058	1807498	0
20140919	68.20	68.25	67.85	68.00	0.15	0.22%	12117	824100	0
20140918	67.70	68.05	67.60	67.85	0.15	0.22%	16232	1100283	0
20140917	67.50	68.20	67.45	67.70	0.50	0.74%	16516	1121079	0
20140916	67.65	67.65	67.15	67.20	-0.55	-0.81%	18030	1213923	0
20140915	67.15	67.75	67.15	67.75	0.00	0.00%	13126	886657	0
20140912	68.40	68.40	67.60	67.75	-0.65	-0.95%	19510	1323645	0
20140911	68.70	68.70	68.40	68.40	-0.25	-0.36%	8677	595084	0
20140910	68.95	68.95	68.05	68.65	-0.60	-0.87%	17836	1219136	0
20140909	69.40	69.50	69.25	69.25	0.25	0.36%	7411	514362	0
20140905	69.30	69.30	68.65	69.00	0.00	0.00%	7410	510545	0
20140904	69.00	69.15	68.80	69.00	-0.25	-0.36%	5388	371808	0
20140903	68.90	69.45	68.85	69.25	0.50	0.73%	6908	478099	0
20140902	69.70	69.70	68.60	68.75	-1.05	-1.50%	17742	1224375	0
20140901	69.25	69.95	69.25	69.80	0.60	0.87%	5274	368028	0
20140829	69.05	69.30	68.85	69.20	-0.15	-0.22%	2432	168186	0
20140828	69.25	69.45	69.20	69.35	0.10	0.14%	3895	270085	0
20140827	68.95	69.40	68.95	69.25	0.65	0.95%	7614	526515	0
20140826	68.60	68.80	68.55	68.60	-0.05	-0.07%	1734	119062	0
20140825	68.75	68.90	68.60	68.65	-0.10	-0.15%	2955	203148	0
20140822	68.10	68.95	68.10	68.75	0.85	1.25%	7540	517677	0
20140821	68.00	68.10	67.80	67.90	-0.10	-0.15%	3052	207353	0
20140820	67.70	68.05	67.70	68.00	0.25	0.37%	8462	574417	0
20140819	67.30	67.75	67.00	67.75	0.85	1.27%	6730	454466	0
20140818	67.10	67.10	66.60	66.90	-0.20	-0.30%	2431	162446	0
20140815	67.10	67.25	66.75	67.10	0.00	0.00%	3890	260577	0
20140814	67.00	67.25	66.95	67.10	0.35	0.52%	5985	401764	0
20140813	66.15	66.75	66.05	66.75	0.65	0.98%	5217	346815	0
20140812	66.00	66.30	65.85	66.10	0.05	0.08%	4360	288114	0
20140811	66.00	66.15	65.75	66.05	0.35	0.53%	8084	533527	0
20140808	65.45	65.70	65.05	65.70	0.00	0.00%	14251	931545	0
20140807	65.75	65.90	65.40	65.70	0.00	0.00%	6006	394397	0
20140806	65.30	65.75	65.05	65.70	0.45	0.69%	6860	448797	0
20140805	66.40	66.40	65.10	65.25	-1.35	-2.03%	19581	1283064	0
20140804	66.20	66.70	66.10	66.60	0.35	0.53%	3754	249315	0
20140801	65.95	66.30	65.90	66.25	-0.50	-0.75%	12832	848041	0
20140731	67.85	67.85	66.60	66.75	-1.10	-1.62%	11131	745106	0
20140730	67.45	67.95	67.45	67.85	0.40	0.59%	2800	189838	0
20140729	67.75	67.95	67.20	67.45	-0.05	-0.07%	7204	486934	0
20140728	67.45	67.80	67.30	67.50	-0.15	-0.22%	2765	186807	0
20140725	68.40	68.40	67.45	67.65	-0.75	-1.10%	5548	376528	0
20140724	68.30	68.40	68.10	68.40	0.30	0.44%	3849	262990	0
20140722	67.70	68.20	67.50	68.10	0.60	0.89%	4156	282494	0
20140721	67.75	67.95	67.50	67.50	0.00	0.00%	5309	359828	0
20140718	67.05	67.60	67.00	67.50	0.00	0.00%	6375	429472	0
20140717	67.95	68.00	67.30	67.50	-0.85	-1.24%	8013	541683	0
20140716	68.95	69.00	68.10	68.35	-0.60	-0.87%	5003	342670	0
20140715	68.95	69.05	68.75	68.95	0.25	0.36%	3956	272691	0
20140714	68.25	68.80	68.25	68.70	0.40	0.59%	3078	210969	0
20140711	68.35	68.70	68.15	68.30	-0.05	-0.07%	7800	533512	0
20140710	67.80	68.45	67.80	68.35	0.50	0.74%	5628	384019	0
20140709	67.65	67.85	67.50	67.85	0.10	0.15%	3130	211949	0
20140708	67.80	67.90	67.60	67.75	0.15	0.22%	5506	373081	0
20140707	67.50	67.70	67.30	67.60	-0.10	-0.15%	5515	372244	0
20140704	67.80	67.90	67.35	67.70	0.00	0.00%	7081	479384	0
20140703	67.10	67.80	66.90	67.70	0.60	0.89%	8115	547950	0
20140702	66.80	67.55	66.65	67.10	0.55	0.83%	11641	780941	0
20140701	65.95	66.75	65.85	66.55	0.60	0.91%	9615	638501	0
20140630	65.30	66.00	65.20	65.95	0.60	0.92%	7585	498698	0
20140627	65.35	65.35	64.50	65.35	0.00	0.00%	9225	598653	0
20140626	64.75	65.40	64.75	65.35	0.70	1.08%	9208	600328	0
20140625	64.65	64.80	64.60	64.65	-0.15	-0.23%	7516	486230	0
20140624	64.85	65.05	64.70	64.80	0.10	0.15%	7963	516388	0
20140623	64.80	65.00	64.60	64.70	-0.05	-0.08%	13750	891376	0
20140620	64.95	65.10	64.70	64.75	-0.20	-0.31%	3558	231006	0
20140619	64.65	65.05	64.55	64.95	0.45	0.70%	9933	644039	0
20140618	64.40	64.80	64.30	64.50	0.15	0.23%	9535	614914	0
20140617	63.90	64.45	63.85	64.35	0.45	0.70%	3854	247310	0
20140616	63.85	64.00	63.60	63.90	0.05	0.08%	2605	166269	0
20140613	63.90	63.90	63.70	63.85	-0.15	-0.23%	3322	212037	0
20140612	64.00	64.10	63.90	64.00	-0.15	-0.23%	4508	288458	0
20140611	64.20	64.25	64.05	64.15	-0.05	-0.08%	5039	323020	0
20140610	63.85	64.30	63.85	64.20	0.40	0.63%	6843	438788	0
20140609	63.60	63.85	63.60	63.80	0.25	0.39%	3895	248324	0
20140606	63.65	63.75	63.40	63.55	0.15	0.24%	3489	221859	0
20140605	63.30	63.40	63.10	63.40	0.00	0.00%	1703	107766	0
20140604	63.40	63.55	63.30	63.40	0.25	0.40%	3390	215049	0
20140603	63.15	63.45	62.80	63.15	0.05	0.08%	5110	322847	0
20140530	63.40	63.45	63.10	63.10	-0.30	-0.47%	6716	424931	0
20140529	63.70	63.70	63.40	63.40	-0.30	-0.47%	9545	606470	0
20140528	63.15	63.80	63.15	63.70	0.60	0.95%	11647	739628	0
20140527	63.05	63.20	62.95	63.10	0.05	0.08%	8034	506977	0
20140526	62.85	63.10	62.85	63.05	0.30	0.48%	8644	544730	0
20140523	62.85	62.90	62.65	62.75	0.10	0.16%	13449	843990	0
20140522	62.00	62.65	61.95	62.65	0.85	1.38%	14665	914426	0
20140521	62.00	62.20	61.75	61.80	-0.30	-0.48%	6524	404622	0
20140520	61.90	62.30	61.90	62.10	0.25	0.40%	9947	617828	0
20140519	61.85	62.00	61.80	61.85	0.00	0.00%	7166	443514	0
20140516	61.65	61.85	61.40	61.85	0.10	0.16%	9139	563133	0
20140515	61.75	61.85	61.55	61.75	-0.05	-0.08%	8904	549373	0
20140514	61.60	61.80	61.45	61.80	0.35	0.57%	10740	662002	0
20140513	61.60	61.75	61.35	61.45	0.30	0.49%	5611	345232	0
20140512	61.50	61.50	61.10	61.15	-0.30	-0.49%	3934	240843	0
20140509	61.70	61.85	61.45	61.45	-0.40	-0.65%	3932	242255	0
20140508	61.60	61.85	61.40	61.85	0.45	0.73%	3831	236337	0
20140507	61.50	61.60	61.20	61.40	-0.15	-0.24%	7878	483710	0
20140506	61.50	61.75	61.10	61.55	0.35	0.57%	10314	632334	0
20140505	61.55	61.60	61.00	61.20	-0.10	-0.16%	6846	419279	0
20140502	61.15	61.65	61.15	61.30	0.30	0.49%	7647	469117	0
20140430	61.40	61.45	60.80	61.00	-0.35	-0.57%	5598	341881	0
20140429	61.25	61.50	61.10	61.35	0.10	0.16%	6519	399867	0
20140428	60.30	61.50	60.30	61.25	0.55	0.91%	8483	516757	0
20140425	61.65	61.80	60.60	60.70	-1.05	-1.70%	22903	1397360	0
20140424	61.70	61.80	61.60	61.75	0.10	0.16%	4518	278869	0
20140423	61.85	62.05	61.50	61.65	-0.10	-0.16%	5487	339123	0
20140422	61.55	61.95	61.55	61.75	0.20	0.32%	9138	564339	0
20140421	61.45	61.65	61.45	61.55	0.00	0.00%	3406	209616	0
20140418	61.75	61.90	61.50	61.55	0.40	0.65%	7073	436081	0
20140417	61.30	61.40	61.10	61.15	-0.15	-0.24%	3532	216348	0
20140416	61.35	61.50	61.10	61.30	-0.05	-0.08%	7050	432480	0
20140415	61.20	61.45	61.20	61.35	0.30	0.49%	13893	852295	0
20140414	61.10	61.20	60.90	61.05	-0.10	-0.16%	13397	818203	0
20140411	60.80	61.15	60.80	61.15	-0.05	-0.08%	15019	916078	0
20140410	61.25	61.30	60.90	61.20	0.20	0.33%	13487	823825	0
20140409	60.80	61.10	60.80	61.00	0.20	0.33%	12051	735235	0
20140408	60.45	60.90	60.45	60.80	0.30	0.50%	13990	849351	0
20140407	60.40	60.50	60.30	60.50	-0.15	-0.25%	11380	687722	0
20140403	60.80	60.95	60.65	60.65	-0.15	-0.25%	12620	766518	0
20140402	60.80	61.15	60.80	60.80	0.20	0.33%	19105	1164181	0
20140401	60.25	60.60	60.20	60.60	0.50	0.83%	28836	1742191	0
20140331	60.05	60.15	59.90	60.10	0.20	0.33%	17187	1032021	0
20140328	59.85	60.10	59.80	59.90	0.10	0.17%	20165	1208962	0
20140327	59.50	59.85	59.45	59.80	0.10	0.17%	11258	671285	0
20140326	59.45	59.70	59.35	59.70	0.55	0.93%	9980	594390	0
20140325	58.50	59.15	58.50	59.15	0.50	0.85%	4915	289305	0
20140324	58.45	58.65	58.25	58.65	0.15	0.26%	11346	663113	0
20140321	58.65	58.65	58.40	58.50	0.00	0.00%	4143	242515	0
20140320	58.70	58.70	58.30	58.50	-0.75	-1.27%	18483	1079233	0
20140319	59.40	59.45	58.95	59.25	-0.15	-0.25%	9855	583117	0
20140318	59.40	59.50	59.20	59.40	0.35	0.59%	14863	882017	0
20140317	59.15	59.20	58.90	59.05	-0.10	-0.17%	8983	529914	0
20140314	59.15	59.30	59.10	59.15	-0.60	-1.00%	13450	796078	0
20140313	59.25	59.80	59.25	59.75	0.95	1.62%	25693	1533322	0
20140312	58.85	59.00	58.75	58.80	-0.55	-0.93%	2672	157215	0
20140311	59.25	59.45	59.15	59.35	0.30	0.51%	4968	294582	0
20140310	59.30	59.40	58.95	59.05	-0.35	-0.59%	7931	468535	0
20140307	59.30	59.80	59.30	59.40	0.25	0.42%	30395	1808622	0
20140306	58.35	59.20	58.35	59.15	0.85	1.46%	26227	1543673	0
20140305	58.20	58.45	58.20	58.30	0.60	1.04%	6902	402696	0
20140304	57.90	58.00	57.70	57.70	-0.25	-0.43%	6186	357739	0
20140303	57.80	58.15	57.50	57.95	-0.35	-0.60%	8021	463398	0
20140227	58.30	58.45	58.30	58.30	-0.10	-0.17%	3676	214535	0
20140226	58.00	58.50	57.95	58.40	0.25	0.43%	8954	522326	0
20140225	58.25	58.25	57.95	58.15	0.25	0.43%	8622	500964	0
20140224	58.40	58.45	57.80	57.90	-0.30	-0.52%	7368	427852	0
20140221	58.40	58.45	58.20	58.20	0.55	0.95%	17317	1009724	0
20140220	58.05	58.05	57.60	57.65	-0.50	-0.86%	13737	793858	0
20140219	58.10	58.20	58.05	58.15	0.00	0.00%	13367	776754	0
20140218	57.95	58.15	57.80	58.15	0.20	0.35%	13089	759134	0
20140217	58.10	58.25	57.95	57.95	0.00	0.00%	15435	896780	0
20140214	57.70	58.20	57.70	57.95	0.55	0.96%	22329	1296000	0
20140213	57.45	57.55	57.35	57.40	-0.15	-0.26%	8236	472959	0
20140212	57.15	57.55	57.15	57.55	0.60	1.05%	18605	1067688	0
20140211	56.60	56.95	56.60	56.95	0.35	0.62%	5582	317077	0
20140210	56.90	56.90	56.60	56.60	0.00	0.00%	6020	341784	0
20140207	56.40	56.70	56.30	56.60	0.60	1.07%	16028	906122	0
20140206	55.95	56.20	55.80	56.00	0.20	0.36%	12854	719873	0
20140205	56.40	56.40	55.60	55.80	-1.80	-3.13%	57560	3221380	0
20140127	58.10	58.20	57.45	57.60	-1.05	-1.79%	21325	1228050	0
20140124	58.30	58.80	58.30	58.65	0.15	0.26%	10706	627471	0
20140123	58.60	58.75	58.35	58.50	-0.15	-0.26%	6905	404193	0
20140122	58.45	58.65	58.35	58.65	0.10	0.17%	6838	400293	0
20140121	58.75	58.85	58.50	58.55	-0.25	-0.43%	6964	408196	0
20140120	58.40	58.80	58.40	58.80	0.15	0.26%	5627	330310	0
20140117	58.60	58.70	58.30	58.65	0.10	0.17%	8170	478202	0
20140116	58.50	58.75	58.50	58.55	0.15	0.26%	12772	749062	0
20140115	57.95	58.45	57.95	58.40	0.60	1.04%	11676	680334	0
20140114	57.70	57.85	57.60	57.80	-0.10	-0.17%	4276	246832	0
20140113	58.00	58.20	57.80	57.90	0.35	0.61%	6180	358200	0
20140110	57.50	57.65	57.50	57.55	0.00	0.00%	4742	272993	0
20140109	57.65	57.80	57.40	57.55	-0.25	-0.43%	8571	493178	0
20140108	57.70	57.95	57.70	57.80	0.10	0.17%	7605	439845	0
20140107	57.75	57.90	57.70	57.70	0.00	0.00%	13128	758132	0
20140106	57.75	57.95	57.55	57.70	-0.15	-0.26%	14871	857371	0
20140103	58.45	58.45	57.70	57.85	-0.70	-1.20%	14510	840196	0
20140102	58.70	58.75	58.35	58.55	-0.15	-0.26%	10762	629995	0
