結束日期,USD/TWD,USD/EUR,USD/GBP,USD/AUD,USD/NZD
20180722,30.5784,0.8530,0.7613,1.3478,1.4682
20180721,30.5762,0.8531,0.7613,1.3480,1.4681
20180720,30.6552,0.8559,0.7652,1.3534,1.4751
20180719,30.6871,0.8599,0.7677,1.3567,1.4809
20180718,30.6125,0.8591,0.7650,1.3552,1.4752
20180717,30.5410,0.8550,0.7582,1.3503,1.4705
20180716,30.5606,0.8545,0.7550,1.3469,1.4759
20180715,30.5950,0.8557,0.7556,1.3475,1.4780
20180714,30.5955,0.8557,0.7555,1.3475,1.4780
20180713,30.5987,0.8576,0.7584,1.3503,1.4796
20180712,30.5460,0.8565,0.7570,1.3528,1.4777
20180711,30.5726,0.8538,0.7551,1.3521,1.4727
20180710,30.3903,0.8521,0.7542,1.3410,1.4634
20180709,30.3627,0.8503,0.7525,1.3394,1.4617
20180708,30.4444,0.8514,0.7524,1.3460,1.4625
20180707,30.4427,0.8514,0.7525,1.3461,1.4625
20180706,30.4906,0.8530,0.7547,1.3489,1.4661
20180705,30.5505,0.8557,0.7558,1.3541,1.4748
20180704,30.5305,0.8578,0.7566,1.3531,1.4782
20180703,30.5700,0.8583,0.7593,1.3561,1.4851
20180702,30.5462,0.8595,0.7604,1.3595,1.4851
20180701,30.4808,0.8559,0.7571,1.3502,1.4757
20180630,30.4792,0.8559,0.7571,1.3500,1.4759
20180629,30.4825,0.8584,0.7602,1.3538,1.4778
20180628,30.5812,0.8645,0.7639,1.3608,1.4784
20180627,30.4978,0.8611,0.7589,1.3570,1.4680
20180626,30.4319,0.8564,0.7547,1.3512,1.4555
20180625,30.3951,0.8565,0.7538,1.3481,1.4498
20180624,30.3138,0.8577,0.7539,1.3440,1.4470
20180623,30.3127,0.8578,0.7539,1.3440,1.4472
20180622,30.3167,0.8589,0.7535,1.3477,1.4489
20180621,30.3195,0.8637,0.7576,1.3564,1.4581
20180620,30.1916,0.8637,0.7591,1.3542,1.4525
20180619,30.2063,0.8630,0.7575,1.3548,1.4475
20180618,30.1775,0.8618,0.7546,1.3452,1.4413
20180617,30.1489,0.8615,0.7529,1.3435,1.4398
20180616,30.1485,0.8614,0.7529,1.3435,1.4396
20180615,30.0711,0.8626,0.7536,1.3410,1.4394
20180614,29.9180,0.8536,0.7490,1.3277,1.4261
20180613,29.8656,0.8499,0.7485,1.3198,1.4241
20180612,29.8508,0.8496,0.7476,1.3159,1.4240
20180611,29.8343,0.8479,0.7467,1.3143,1.4218
20180610,29.8524,0.8496,0.7458,1.3162,1.4231
20180609,29.8522,0.8496,0.7458,1.3161,1.4231
20180608,29.8526,0.8492,0.7458,1.3164,1.4234
20180607,29.7341,0.8468,0.7446,1.3084,1.4205
20180606,29.7378,0.8505,0.7454,1.3056,1.4205
20180605,29.8063,0.8548,0.7487,1.3116,1.4231
20180604,29.7714,0.8547,0.7490,1.3096,1.4238
20180603,29.8205,0.8576,0.7490,1.3212,1.4323
20180602,29.8190,0.8576,0.7490,1.3212,1.4323
20180601,29.8613,0.8564,0.7511,1.3235,1.4308
20180531,29.9854,0.8561,0.7515,1.3208,1.4290
20180530,30.0264,0.8614,0.7533,1.3266,1.4383
20180529,30.0537,0.8641,0.7534,1.3296,1.4456
20180528,29.9385,0.8576,0.7509,1.3232,1.4401
20180527,29.9693,0.8581,0.7518,1.3245,1.4448
20180526,29.9695,0.8585,0.7519,1.3247,1.4448
20180525,29.9545,0.8558,0.7497,1.3223,1.4446
20180524,29.9534,0.8531,0.7473,1.3215,1.4442
20180523,29.9692,0.8529,0.7479,1.3248,1.4474
20180522,29.9004,0.8483,0.7442,1.3183,1.4399
20180521,29.9657,0.8502,0.7448,1.3254,1.4459
20180520,29.9479,0.8495,0.7423,1.3311,1.4453
20180519,29.9470,0.8495,0.7424,1.3314,1.4453
20180518,29.9506,0.8484,0.7412,1.3314,1.4483
20180517,29.9227,0.8471,0.7395,1.3296,1.4512
20180516,29.8854,0.8465,0.7409,1.3343,1.4519
20180515,29.8903,0.8413,0.7393,1.3341,1.4517
20180514,29.7780,0.8359,0.7367,1.3252,1.4404
20180513,29.7546,0.8373,0.7384,1.3257,1.4360
20180512,29.7630,0.8374,0.7385,1.3258,1.4359
20180511,29.7599,0.8380,0.7384,1.3258,1.4351
20180510,29.8132,0.8410,0.7387,1.3334,1.4404
20180509,29.9155,0.8433,0.7379,1.3425,1.4346
20180508,29.8027,0.8412,0.7386,1.3384,1.4311
20180507,29.8024,0.8378,0.7379,1.3302,1.4249
20180506,29.6831,0.8359,0.7389,1.3265,1.4245
20180505,29.6810,0.8359,0.7390,1.3264,1.4245
20180504,29.7047,0.8357,0.7378,1.3274,1.4242
20180503,29.7282,0.8345,0.7361,1.3292,1.4228
20180502,29.7661,0.8342,0.7346,1.3330,1.4266
20180501,29.6814,0.8312,0.7310,1.3316,1.4252
20180430,29.6131,0.8264,0.7267,1.3247,1.4175
20180429,29.5610,0.8244,0.7256,1.3190,1.4114
20180428,29.5597,0.8243,0.7255,1.3189,1.4113
20180427,29.6087,0.8262,0.7230,1.3226,1.4152
20180426,29.6884,0.8231,0.7175,1.3216,1.4148
20180425,29.7012,0.8200,0.7167,1.3206,1.4122
20180424,29.6156,0.8184,0.7164,1.3150,1.4044
20180423,29.5778,0.8170,0.7156,1.3092,1.3934
20180422,29.4630,0.8139,0.7140,1.3037,1.3866
20180421,29.4605,0.8138,0.7140,1.3037,1.3866
20180420,29.4466,0.8124,0.7120,1.3003,1.3843
20180419,29.3733,0.8087,0.7055,1.2870,1.3702
20180418,29.3401,0.8079,0.7021,1.2867,1.3650
20180417,29.3823,0.8082,0.6982,1.2866,1.3616
20180416,29.3837,0.8089,0.6993,1.2861,1.3593
20180415,29.3266,0.8109,0.7024,1.2879,1.3599
20180414,29.3255,0.8109,0.7024,1.2880,1.3598
20180413,29.3264,0.8110,0.7017,1.2858,1.3571
20180412,29.2967,0.8102,0.7040,1.2895,1.3559
20180411,29.2096,0.8083,0.7048,1.2894,1.3584
20180410,29.2164,0.8105,0.7062,1.2917,1.3608
20180409,29.2537,0.8132,0.7083,1.3009,1.3698
20180408,29.3259,0.8142,0.7097,1.3029,1.3750
20180407,29.3245,0.8142,0.7097,1.3030,1.3751
20180406,29.3040,0.8158,0.7121,1.3021,1.3769
20180405,29.2379,0.8158,0.7124,1.3006,1.3727
20180404,29.2160,0.8140,0.7105,1.2990,1.3712
20180403,29.1583,0.8136,0.7112,1.3014,1.3801
20180402,29.1329,0.8119,0.7117,1.3035,1.3840
20180401,29.0530,0.8114,0.7135,1.3016,1.3807
20180331,29.0555,0.8114,0.7136,1.3017,1.3805
20180330,29.1084,0.8116,0.7125,1.3007,1.3818
20180329,29.1571,0.8122,0.7116,1.3033,1.3870
20180328,29.1651,0.8085,0.7074,1.3029,1.3806
20180327,29.1453,0.8050,0.7055,1.2964,1.3740
20180326,29.1182,0.8056,0.7041,1.2931,1.3727
20180325,29.1930,0.8094,0.7074,1.2989,1.3818
20180324,29.1920,0.8094,0.7075,1.2991,1.3819
20180323,29.1813,0.8101,0.7078,1.2961,1.3811
20180322,29.1680,0.8108,0.7074,1.2942,1.3830
20180321,29.1727,0.8138,0.7110,1.2966,1.3913
20180320,29.1681,0.8131,0.7133,1.2990,1.3874
20180319,29.1804,0.8128,0.7146,1.2978,1.3845
20180318,29.1285,0.8137,0.7171,1.2963,1.3856
20180317,29.1280,0.8137,0.7171,1.2963,1.3857
20180316,29.1296,0.8129,0.7173,1.2891,1.3820
20180315,29.1795,0.8100,0.7164,1.2755,1.3697
20180314,29.2332,0.8077,0.7159,1.2690,1.3640
20180313,29.2667,0.8091,0.7178,1.2703,1.3650
20180312,29.2850,0.8115,0.7204,1.2709,1.3691
20180311,29.2564,0.8125,0.7220,1.2741,1.3723
20180310,29.2547,0.8126,0.7220,1.2743,1.3726
20180309,29.3013,0.8124,0.7231,1.2796,1.3741
20180308,29.3230,0.8085,0.7213,1.2812,1.3755
20180307,29.2719,0.8055,0.7201,1.2807,1.3730
20180306,29.2557,0.8079,0.7209,1.2827,1.3759
20180305,29.2980,0.8116,0.7237,1.2899,1.3842
20180304,29.2833,0.8117,0.7246,1.2882,1.3804
20180303,29.2822,0.8118,0.7245,1.2882,1.3803
20180302,29.3094,0.8132,0.7255,1.2891,1.3792
20180301,29.3417,0.8193,0.7271,1.2922,1.3846
20180228,29.3221,0.8186,0.7224,1.2832,1.3845
20180227,29.2530,0.8135,0.7173,1.2772,1.3757
20180227,29.2530,0.8135,0.7173,1.2772,1.3757
20180226,29.2426,0.8120,0.7145,1.2728,1.3668
20180225,29.2553,0.8133,0.7158,1.2753,1.3703
20180224,29.2550,0.8133,0.7158,1.2753,1.3702
20180223,29.2736,0.8127,0.7160,1.2775,1.3701
20180222,29.2831,0.8130,0.7183,1.2781,1.3641
20180221,29.2034,0.8117,0.7164,1.2745,1.3626
20180220,29.1693,0.8092,0.7150,1.2659,1.3597
20180219,29.0903,0.8058,0.7136,1.2630,1.3547
20180218,29.0709,0.8057,0.7126,1.2643,1.3532
20180217,29.0702,0.8058,0.7126,1.2643,1.3532
20180216,29.0434,0.8013,0.7105,1.2593,1.3506
20180215,29.0398,0.8012,0.7116,1.2605,1.3534
20180214,29.2065,0.8074,0.7184,1.2693,1.3655
20180213,29.3184,0.8109,0.7208,1.2723,1.3742
20180212,29.3316,0.8146,0.7226,1.2763,1.3789
20180211,29.3197,0.8162,0.7232,1.2801,1.3787
20180210,29.3192,0.8162,0.7231,1.2801,1.3786
20180209,29.3598,0.8162,0.7207,1.2832,1.3829
20180208,29.3828,0.8157,0.7183,1.2808,1.3866
20180207,29.2656,0.8107,0.7186,1.2723,1.3715
20180206,29.3287,0.8079,0.7170,1.2702,1.3701
20180205,29.3434,0.8042,0.7112,1.2622,1.3707
20180205,29.3434,0.8042,0.7112,1.2622,1.3707
20180204,29.3696,0.8029,0.7084,1.2625,1.3701
20180203,29.3687,0.8028,0.7083,1.2623,1.3698
20180202,29.3024,0.8014,0.7043,1.2541,1.3621
20180201,29.2082,0.8030,0.7028,1.2456,1.3565
20180131,29.1731,0.8044,0.7054,1.2377,1.3548
20180130,29.2358,0.8068,0.7095,1.2371,1.3647
20180129,29.1824,0.8070,0.7093,1.2356,1.3647
20180128,29.1071,0.8044,0.7062,1.2330,1.3589
20180127,29.1057,0.8044,0.7061,1.2330,1.3588
20180126,29.1197,0.8042,0.7043,1.2371,1.3608
20180125,29.0870,0.8044,0.7020,1.2389,1.3590
20180124,29.1876,0.8094,0.7078,1.2429,1.3537
20180123,29.2431,0.8151,0.7154,1.2520,1.3631
20180122,29.2751,0.8167,0.7185,1.2493,1.3697
20180121,29.3580,0.8182,0.7215,1.2508,1.3739
20180120,29.3560,0.8184,0.7217,1.2509,1.3740
20180119,29.3779,0.8164,0.7201,1.2486,1.3715
20180118,29.5469,0.8182,0.7216,1.2526,1.3710
20180117,29.5674,0.8171,0.7240,1.2537,1.3750
20180116,29.5767,0.8164,0.7256,1.2565,1.3738
20180115,29.5521,0.8166,0.7260,1.2572,1.3721
20180114,29.5915,0.8196,0.7282,1.2632,1.3789
20180113,29.6107,0.8253,0.7335,1.2677,1.3789
20180112,29.6107,0.8253,0.7335,1.2677,1.3789
20180111,29.6053,0.8340,0.7400,1.2695,1.3845
20180110,29.5943,0.8362,0.7394,1.2762,1.3915
20180109,29.5864,0.8373,0.7384,1.2766,1.3938
20180108,29.5300,0.8337,0.7375,1.2752,1.3938
20180107,29.4660,0.8312,0.7371,1.2717,1.3951
20180106,29.5053,0.8297,0.7375,1.2732,1.3962
20180105,29.5053,0.8297,0.7375,1.2732,1.3962
20180104,29.6039,0.8300,0.7387,1.2745,1.4034
20180103,29.5865,0.8311,0.7374,1.2771,1.4091
20180102,29.6091,0.8303,0.7377,1.2772,1.4063
20180101,29.7250,0.8331,0.7403,1.2812,1.4103
20171231,29.6871,0.8347,0.7411,1.2810,1.4079
20171230,29.6889,0.8347,0.7411,1.2810,1.4079
20171229,29.6889,0.8347,0.7411,1.2810,1.4079
20171228,29.8230,0.8379,0.7442,1.2835,1.4115
20171227,29.9551,0.8413,0.7465,1.2886,1.4165
20171226,29.9314,0.8428,0.7479,1.2950,1.4227
20171225,29.9274,0.8429,0.7482,1.2962,1.4238
20171224,29.9328,0.8438,0.7476,1.2963,1.4250
20171223,29.9303,0.8438,0.7476,1.2963,1.4250
20171222,29.9303,0.8438,0.7476,1.2963,1.4250
20171221,29.9734,0.8424,0.7480,1.3022,1.4270
20171220,29.9765,0.8434,0.7465,1.3043,1.4331
20171219,29.9840,0.8465,0.7477,1.3046,1.4290
20171218,29.9988,0.8487,0.7482,1.3049,1.4270
20171217,29.9664,0.8510,0.7505,1.3080,1.4295
20171216,29.9822,0.8489,0.7473,1.3047,1.4268
20171215,29.9822,0.8489,0.7473,1.3047,1.4268
20171214,30.0130,0.8466,0.7446,1.3046,1.4292
20171213,30.0247,0.8499,0.7488,1.3175,1.4344
20171212,30.0419,0.8504,0.7498,1.3243,1.4421
20171211,30.0188,0.8485,0.7478,1.3285,1.4482
20171210,30.0323,0.8495,0.7469,1.3316,1.4620
20171210,30.0323,0.8495,0.7469,1.3316,1.4620
20171209,30.0347,0.8504,0.7440,1.3315,1.4618
20171208,30.0347,0.8504,0.7440,1.3315,1.4618
20171207,30.0423,0.8481,0.7458,1.3282,1.4608
20171206,30.0454,0.8464,0.7465,1.3197,1.4515
20171205,30.0245,0.8441,0.7440,1.3111,1.4522
20171204,30.0079,0.8432,0.7422,1.3159,1.4586
20171203,30.0132,0.8409,0.7419,1.3141,1.4517
20171202,30.0119,0.8408,0.7419,1.3138,1.4513
20171201,30.0071,0.8402,0.7405,1.3181,1.4582
20171130,30.0149,0.8422,0.7417,1.3204,1.4614
20171129,30.0012,0.8437,0.7463,1.3192,1.4499
20171128,29.9908,0.8415,0.7510,1.3150,1.4443
20171127,30.0047,0.8388,0.7500,1.3134,1.4508
20171126,29.9898,0.8380,0.7497,1.3122,1.4546
20171125,29.9911,0.8412,0.7508,1.3125,1.4535
20171124,29.9783,0.8412,0.7508,1.3125,1.4535
20171123,29.9755,0.8445,0.7511,1.3119,1.4522
20171122,29.9626,0.8495,0.7535,1.3187,1.4604
20171121,30.0187,0.8520,0.7551,1.3220,1.4666
20171120,30.0617,0.8509,0.7557,1.3235,1.4668
20171119,30.0850,0.8478,0.7567,1.3215,1.4698
20171118,30.0734,0.8476,0.7567,1.3213,1.4693
20171117,30.0675,0.8476,0.7564,1.3219,1.4663
20171116,30.0845,0.8492,0.7585,1.3170,1.4589
20171115,30.1070,0.8469,0.7597,1.3176,1.4530
20171114,30.1598,0.8524,0.7618,1.3105,1.4548
20171113,30.1804,0.8578,0.7629,1.3086,1.4467
20171112,30.1685,0.8572,0.7582,1.3054,1.4410
20171111,30.1696,0.8571,0.7580,1.3052,1.4408
20171110,30.1780,0.8581,0.7592,1.3036,1.4416
20171109,30.1840,0.8606,0.7617,1.3026,1.4377
20171108,30.1700,0.8624,0.7615,1.3041,1.4441
20171107,30.1788,0.8630,0.7601,1.3055,1.4455
20171106,30.1899,0.8617,0.7625,1.3047,1.4479
20171105,30.1694,0.8606,0.7645,1.3073,1.4476
20171104,30.1700,0.8613,0.7646,1.3073,1.4476
20171103,30.1915,0.8593,0.7650,1.3041,1.4455
20171102,30.1822,0.8580,0.7592,1.2967,1.4459
20171101,30.1510,0.8598,0.7533,1.3035,1.4495
20171031,30.1571,0.8589,0.7554,1.3045,1.4596
20171030,30.1814,0.8600,0.7591,1.3026,1.4578
20171029,30.1520,0.8614,0.7616,1.3028,1.4544
20171028,30.1520,0.8614,0.7616,1.3027,1.4542
20171027,30.2277,0.8610,0.7625,1.3067,1.4594
20171026,30.2369,0.8510,0.7570,1.3001,1.4568
20171025,30.2623,0.8485,0.7572,1.2967,1.4524
20171024,30.2637,0.8502,0.7593,1.2837,1.4445
20171023,30.2640,0.8508,0.7580,1.2801,1.4354
20171022,30.2364,0.8488,0.7581,1.2794,1.4364
20171021,30.2370,0.8488,0.7578,1.2795,1.4359
20171020,30.2480,0.8474,0.7599,1.2763,1.4330
20171019,30.2330,0.8457,0.7587,1.2712,1.4174
20171018,30.2070,0.8494,0.7583,1.2753,1.3991
20171017,30.1924,0.8498,0.7566,1.2749,1.3945
20171016,30.1388,0.8474,0.7531,1.2712,1.3927
20171015,30.1550,0.8460,0.7527,1.2677,1.3924
20171014,30.1763,0.8459,0.7526,1.2679,1.3922
20171013,30.1366,0.8450,0.7525,1.2722,1.3964
20171012,30.1950,0.8437,0.7558,1.2788,1.4049
20171011,30.2569,0.8449,0.7572,1.2841,1.4126
20171010,30.3253,0.8482,0.7583,1.2849,1.4141
20171009,30.3825,0.8517,0.7617,1.2883,1.4140
20171008,30.3737,0.8522,0.7651,1.2871,1.4110
20171007,30.3709,0.8523,0.7652,1.2872,1.4104
20171006,30.3924,0.8537,0.7650,1.2872,1.4099
20171005,30.3622,0.8520,0.7591,1.2797,1.4006
20171004,30.4083,0.8500,0.7540,1.2726,1.3942
20171003,30.4469,0.8519,0.7547,1.2789,1.3954
20171002,30.4179,0.8508,0.7512,1.2782,1.3896
20171001,30.3293,0.8464,0.7464,1.2766,1.3868
20170930,30.3285,0.8464,0.7464,1.2768,1.3870
20170929,30.3555,0.8473,0.7462,1.2754,1.3852
20170928,30.3807,0.8498,0.7456,1.2763,1.3867
20170927,30.3161,0.8506,0.7458,1.2722,1.3877
20170926,30.2377,0.8465,0.7430,1.2647,1.3855
20170925,30.2114,0.8413,0.7405,1.2576,1.3752
20170924,30.1797,0.8390,0.7407,1.2570,1.3681
20170923,30.1830,0.8368,0.7406,1.2552,1.3624
20170922,30.1843,0.8360,0.7380,1.2574,1.3668
20170921,30.2084,0.8395,0.7394,1.2572,1.3667
20170920,30.1519,0.8350,0.7392,1.2441,1.3598
20170919,30.1360,0.8345,0.7399,1.2508,1.3701
20170918,30.1030,0.8370,0.7384,1.2514,1.3724
20170917,30.0683,0.8375,0.7363,1.2501,1.3717
20170916,30.0675,0.8371,0.7355,1.2495,1.3698
20170915,30.0661,0.8376,0.7398,1.2494,1.3761
20170914,30.1189,0.8408,0.7518,1.2511,1.3835
20170913,30.0662,0.8373,0.7542,1.2482,1.3761
20170912,30.0269,0.8362,0.7551,1.2464,1.3740
20170911,30.0185,0.8340,0.7585,1.2439,1.3781
20170910,30.0046,0.8319,0.7581,1.2417,1.3786
20170909,29.9992,0.8307,0.7576,1.2407,1.3769
20170908,29.9996,0.8301,0.7593,1.2378,1.3728
20170907,29.9934,0.8349,0.7649,1.2469,1.3862
20170906,30.0855,0.8386,0.7667,1.2513,1.3856
20170905,30.0554,0.8400,0.7706,1.2525,1.3874
20170904,30.0726,0.8405,0.7725,1.2573,1.3947
20170903,30.1209,0.8417,0.7716,1.2562,1.3962
20170902,30.1454,0.8430,0.7721,1.2536,1.3976
20170901,30.0880,0.8411,0.7725,1.2572,1.3954
20170831,30.1529,0.8415,0.7749,1.2635,1.3954
20170830,30.1331,0.8380,0.7738,1.2595,1.3830
20170829,30.1360,0.8332,0.7727,1.2575,1.3777
20170828,30.1148,0.8370,0.7745,1.2585,1.3803
20170827,30.1168,0.8369,0.7746,1.2596,1.3799
20170826,30.1536,0.8385,0.7759,1.2606,1.3815
20170825,30.1640,0.8445,0.7787,1.2630,1.3841
20170824,30.2482,0.8474,0.7811,1.2662,1.3863
20170823,30.2732,0.8483,0.7808,1.2662,1.3837
20170822,30.2929,0.8491,0.7783,1.2625,1.3702
20170821,30.3276,0.8490,0.7759,1.2608,1.3660
20170820,30.3234,0.8505,0.7769,1.2613,1.3679
20170819,30.3252,0.8502,0.7768,1.2611,1.3669
20170818,30.3339,0.8514,0.7764,1.2633,1.3677
20170817,30.3191,0.8516,0.7761,1.2624,1.3689
20170816,30.3315,0.8521,0.7768,1.2702,1.3769
20170815,30.3029,0.8512,0.7750,1.2760,1.3760
20170814,30.3028,0.8475,0.7701,1.2698,1.3701
20170813,30.3435,0.8458,0.7687,1.2667,1.3669
20170812,30.3460,0.8458,0.7685,1.2668,1.3668
20170811,30.3506,0.8481,0.7698,1.2702,1.3710
20170810,30.3145,0.8513,0.7700,1.2686,1.3726
20170809,30.2296,0.8515,0.7694,1.2688,1.3649
20170808,30.1821,0.8484,0.7683,1.2627,1.3612
20170807,30.2098,0.8479,0.7668,1.2626,1.3563
20170806,30.2124,0.8488,0.7664,1.2610,1.3498
20170805,30.2125,0.8493,0.7668,1.2635,1.3478
20170804,30.1789,0.8454,0.7636,1.2585,1.3463
20170803,30.2277,0.8433,0.7588,1.2597,1.3480
20170802,30.2417,0.8446,0.7562,1.2556,1.3459
20170801,30.2242,0.8463,0.7567,1.2512,1.3358
20170731,30.2298,0.8496,0.7604,1.2529,1.3333
20170730,30.2943,0.8508,0.7610,1.2522,1.3315
20170729,30.2933,0.8510,0.7612,1.2521,1.3306
20170728,30.2636,0.8531,0.7632,1.2538,1.3344
20170727,30.2061,0.8543,0.7627,1.2496,1.3304
20170726,30.3187,0.8576,0.7661,1.2606,1.3425
20170725,30.3377,0.8579,0.7671,1.2598,1.3461
20170724,30.3464,0.8582,0.7678,1.2608,1.3448
20170723,30.4465,0.8568,0.7693,1.2637,1.3422
20170722,30.4460,0.8572,0.7693,1.2638,1.3413
20170721,30.4255,0.8584,0.7700,1.2636,1.3449
20170720,30.4276,0.8649,0.7699,1.2593,1.3569
20170719,30.3823,0.8674,0.7674,1.2596,1.3587
20170718,30.3575,0.8661,0.7661,1.2648,1.3615
20170717,30.3817,0.8720,0.7648,1.2800,1.3650
20170716,30.3500,0.8717,0.7629,1.2778,1.3602
20170715,30.3820,0.8719,0.7632,1.2773,1.3612
20170714,30.3445,0.8745,0.7683,1.2849,1.3643
20170713,30.3471,0.8762,0.7736,1.2957,1.3683
20170712,30.4258,0.8738,0.7771,1.3050,1.3800
20170711,30.5533,0.8757,0.7768,1.3124,1.3834
20170710,30.5575,0.8773,0.7761,1.3154,1.3752
20170709,30.5952,0.8771,0.7759,1.3149,1.3734
20170708,30.6005,0.8771,0.7759,1.3149,1.3734
20170707,30.5827,0.8763,0.7735,1.3170,1.3738
20170706,30.5844,0.8794,0.7724,1.3168,1.3749
20170705,30.5172,0.8814,0.7738,1.3151,1.3739
20170704,30.5037,0.8805,0.7731,1.3114,1.3729
20170703,30.4665,0.8780,0.7705,1.3043,1.3682
20170702,30.4237,0.8752,0.7677,1.3006,1.3634
20170701,30.4281,0.8752,0.7677,1.3006,1.3634
20170630,30.4009,0.8754,0.7690,1.3010,1.3656
20170629,30.4124,0.8764,0.7710,1.3049,1.3692
20170628,30.4241,0.8803,0.7779,1.3144,1.3732
20170627,30.3500,0.8892,0.7841,1.3168,1.3714
20170626,30.3256,0.8934,0.7851,1.3194,1.3726
20170625,30.2610,0.8933,0.7862,1.3213,1.3729
20170624,30.3219,0.8933,0.7862,1.3213,1.3729
20170623,30.3598,0.8949,0.7866,1.3225,1.3742
20170622,30.4313,0.8958,0.7893,1.3249,1.3779
20170621,30.4529,0.8975,0.7909,1.3221,1.3830
20170620,30.4166,0.8972,0.7882,1.3165,1.3810
20170619,30.3566,0.8940,0.7832,1.3140,1.3777
20170618,30.3639,0.8931,0.7824,1.3118,1.3788
20170617,30.3668,0.8931,0.7824,1.3118,1.3788
20170616,30.3392,0.8954,0.7828,1.3150,1.3831
20170615,30.2988,0.8942,0.7845,1.3171,1.3848
20170614,30.1831,0.8906,0.7836,1.3203,1.3792
20170613,30.2264,0.8926,0.7873,1.3253,1.3853
20170612,30.1980,0.8921,0.7869,1.3271,1.3889
20170611,30.1040,0.8931,0.7847,1.3277,1.3865
20170610,30.1026,0.8931,0.7847,1.3277,1.3865
20170609,30.1265,0.8935,0.7849,1.3274,1.3875
20170608,30.1291,0.8897,0.7722,1.3255,1.3876
20170607,30.1265,0.8882,0.7740,1.3259,1.3910
20170606,30.0932,0.8877,0.7747,1.3347,1.3951
20170605,30.0866,0.8879,0.7757,1.3396,1.4016
20170604,30.1068,0.8863,0.7756,1.3435,1.4004
20170603,30.0858,0.8863,0.7756,1.3435,1.4004
20170602,30.1166,0.8898,0.7766,1.3510,1.4091
20170601,30.1248,0.8905,0.7767,1.3514,1.4140
20170531,30.1331,0.8927,0.7788,1.3424,1.4092
20170530,30.1801,0.8964,0.7787,1.3430,1.4150
20170529,30.1789,0.8948,0.7793,1.3440,1.4157
20170528,30.1114,0.8943,0.7809,1.3428,1.4154
20170527,30.1164,0.8943,0.7809,1.3428,1.4154
20170526,30.1314,0.8931,0.7775,1.3434,1.4202
20170525,30.1083,0.8911,0.7712,1.3366,1.4209
20170524,30.1692,0.8938,0.7714,1.3386,1.4246
20170523,30.1251,0.8904,0.7701,1.3351,1.4247
20170522,30.0022,0.8918,0.7691,1.3406,1.4373
20170521,30.0069,0.8923,0.7671,1.3410,1.4435
20170520,29.9910,0.8923,0.7671,1.3410,1.4435
20170519,30.1235,0.8967,0.7699,1.3446,1.4490
20170518,30.2458,0.8981,0.7702,1.3446,1.4441
20170517,30.1462,0.8997,0.7727,1.3480,1.4483
20170516,30.1014,0.9063,0.7747,1.3475,1.4522
20170515,30.0931,0.9130,0.7748,1.3487,1.4527
20170514,30.1906,0.9148,0.7759,1.3536,1.4573
20170513,30.1880,0.9148,0.7759,1.3536,1.4573
20170512,30.1741,0.9185,0.7764,1.3538,1.4605
20170511,30.1950,0.9199,0.7745,1.3581,1.4611
20170510,30.2471,0.9192,0.7723,1.3576,1.4449
20170509,30.2516,0.9170,0.7729,1.3592,1.4490
20170508,30.1663,0.9126,0.7717,1.3515,1.4458
20170507,30.1941,0.9091,0.7703,1.3473,1.4446
20170506,30.1760,0.9091,0.7703,1.3473,1.4446
20170505,30.1831,0.9107,0.7729,1.3513,1.4513
20170504,30.1280,0.9155,0.7758,1.3496,1.4555
20170503,30.0376,0.9158,0.7740,1.3357,1.4437
20170502,30.0540,0.9164,0.7748,1.3281,1.4449
20170501,30.2154,0.9173,0.7740,1.3321,1.4531
20170430,30.2076,0.9177,0.7721,1.3353,1.4564
20170429,30.2455,0.9177,0.7721,1.3353,1.4564
20170428,30.2013,0.9181,0.7737,1.3380,1.4554
20170427,30.1478,0.9178,0.7763,1.3383,1.4517
20170426,30.0849,0.9165,0.7792,1.3335,1.4469
20170425,30.1491,0.9181,0.7807,1.3253,1.4339
20170424,30.2362,0.9209,0.7812,1.3223,1.4228
20170423,30.3559,0.9322,0.7806,1.3254,1.4220
20170422,30.4130,0.9322,0.7806,1.3254,1.4220
20170421,30.3596,0.9338,0.7813,1.3277,1.4267
20170420,30.4066,0.9315,0.7808,1.3303,1.4237
20170419,30.4220,0.9327,0.7798,1.3294,1.4237
20170418,30.3914,0.9370,0.7903,1.3230,1.4243
20170417,30.3462,0.9405,0.7967,1.3174,1.4248
20170416,30.3888,0.9422,0.7983,1.3195,1.4288
20170415,30.3900,0.9422,0.7983,1.3195,1.4288
20170414,30.3531,0.9417,0.7989,1.3208,1.4291
20170413,30.3426,0.9393,0.7975,1.3208,1.4288
20170412,30.5668,0.9424,0.8002,1.3344,1.4413
20170411,30.6479,0.9433,0.8038,1.3330,1.4384
20170410,30.6235,0.9445,0.8066,1.3344,1.4398
20170409,30.6215,0.9442,0.8083,1.3331,1.4417
20170408,30.6101,0.9442,0.8083,1.3331,1.4417
20170407,30.5955,0.9407,0.8043,1.3292,1.4362
20170406,30.4870,0.9379,0.8013,1.3241,1.4341
20170405,30.4187,0.9371,0.8024,1.3205,1.4348
20170404,30.4490,0.9379,0.8027,1.3201,1.4311
20170403,30.3625,0.9373,0.7990,1.3138,1.4282
20170402,30.3306,0.9385,0.7966,1.3107,1.4263
20170401,30.3662,0.9385,0.7966,1.3107,1.4263
