日期	牌價幣別	商品重量	本行買入價格	本行賣出價格
20131115	新臺幣 (TWD)	1公克	1217.000	1232.000
20131114	新臺幣 (TWD)	1公克	1213.000	1228.000
20131113	新臺幣 (TWD)	1公克	1204.000	1219.000
20131112	新臺幣 (TWD)	1公克	1212.000	1227.000
20131111	新臺幣 (TWD)	1公克	1214.000	1229.000
20131108	新臺幣 (TWD)	1公克	1234.000	1249.000
20131107	新臺幣 (TWD)	1公克	1240.000	1255.000
20131106	新臺幣 (TWD)	1公克	1234.000	1249.000
20131105	新臺幣 (TWD)	1公克	1237.000	1252.000
20131104	新臺幣 (TWD)	1公克	1237.000	1252.000
20131101	新臺幣 (TWD)	1公克	1247.000	1262.000
20131031	新臺幣 (TWD)	1公克	1253.000	1268.000
20131030	新臺幣 (TWD)	1公克	1265.000	1280.000
20131029	新臺幣 (TWD)	1公克	1271.000	1286.000
20131028	新臺幣 (TWD)	1公克	1268.000	1283.000
20131025	新臺幣 (TWD)	1公克	1258.000	1273.000
20131024	新臺幣 (TWD)	1公克	1257.000	1272.000
20131023	新臺幣 (TWD)	1公克	1251.000	1266.000
20131022	新臺幣 (TWD)	1公克	1234.000	1249.000
20131021	新臺幣 (TWD)	1公克	1239.000	1254.000
20131018	新臺幣 (TWD)	1公克	1237.000	1252.000
20131017	新臺幣 (TWD)	1公克	1202.000	1217.000
20131016	新臺幣 (TWD)	1公克	1210.000	1225.000
20131015	新臺幣 (TWD)	1公克	1194.000	1208.000
20131014	新臺幣 (TWD)	1公克	1198.000	1213.000
20131011	新臺幣 (TWD)	1公克	1213.000	1228.000
20131009	新臺幣 (TWD)	1公克	1237.000	1252.000
20131008	新臺幣 (TWD)	1公克	1244.000	1259.000
20131007	新臺幣 (TWD)	1公克	1234.000	1249.000
20131004	新臺幣 (TWD)	1公克	1236.000	1251.000
20131003	新臺幣 (TWD)	1公克	1234.000	1249.000
20131002	新臺幣 (TWD)	1公克	1216.000	1231.000
20131001	新臺幣 (TWD)	1公克	1263.000	1278.000
20130930	新臺幣 (TWD)	1公克	1268.000	1283.000
20130927	新臺幣 (TWD)	1公克	1251.000	1266.000
20130926	新臺幣 (TWD)	1公克	1258.000	1273.000
20130925	新臺幣 (TWD)	1公克	1253.000	1268.000
20130924	新臺幣 (TWD)	1公克	1250.000	1265.000
20130923	新臺幣 (TWD)	1公克	1253.000	1268.000
20130918	新臺幣 (TWD)	1公克	1236.000	1251.000
20130917	新臺幣 (TWD)	1公克	1251.000	1266.000
20130916	新臺幣 (TWD)	1公克	1256.000	1271.000
20130914	新臺幣 (TWD)	1公克	1256.000	1277.000
20130913	新臺幣 (TWD)	1公克	1249.000	1264.000
20130912	新臺幣 (TWD)	1公克	1278.000	1293.000
20130911	新臺幣 (TWD)	1公克	1300.000	1316.000
20130910	新臺幣 (TWD)	1公克	1304.000	1320.000
20130909	新臺幣 (TWD)	1公克	1320.000	1336.000
20130906	新臺幣 (TWD)	1公克	1303.000	1319.000
20130905	新臺幣 (TWD)	1公克	1320.000	1336.000
20130904	新臺幣 (TWD)	1公克	1341.000	1357.000
20130903	新臺幣 (TWD)	1公克	1325.000	1341.000
20130902	新臺幣 (TWD)	1公克	1325.000	1341.000
20130830	新臺幣 (TWD)	1公克	1337.000	1353.000
20130829	新臺幣 (TWD)	1公克	1349.000	1365.000
20130828	新臺幣 (TWD)	1公克	1364.000	1381.000
20130827	新臺幣 (TWD)	1公克	1341.000	1357.000
20130826	新臺幣 (TWD)	1公克	1335.000	1351.000
20130823	新臺幣 (TWD)	1公克	1317.000	1333.000
20130822	新臺幣 (TWD)	1公克	1306.000	1322.000
20130820	新臺幣 (TWD)	1公克	1298.000	1314.000
20130819	新臺幣 (TWD)	1公克	1314.000	1330.000
20130816	新臺幣 (TWD)	1公克	1301.000	1317.000
20130815	新臺幣 (TWD)	1公克	1280.000	1295.000
20130814	新臺幣 (TWD)	1公克	1264.000	1279.000
20130813	新臺幣 (TWD)	1公克	1279.000	1294.000
20130812	新臺幣 (TWD)	1公克	1273.000	1288.000
20130809	新臺幣 (TWD)	1公克	1252.000	1267.000
20130808	新臺幣 (TWD)	1公克	1238.000	1253.000
20130807	新臺幣 (TWD)	1公克	1227.000	1242.000
20130806	新臺幣 (TWD)	1公克	1236.000	1251.000
20130805	新臺幣 (TWD)	1公克	1256.000	1271.000
20130802	新臺幣 (TWD)	1公克	1233.000	1248.000
20130801	新臺幣 (TWD)	1公克	1263.000	1278.000
20130731	新臺幣 (TWD)	1公克	1276.000	1291.000
20130730	新臺幣 (TWD)	1公克	1265.000	1280.000
20130729	新臺幣 (TWD)	1公克	1265.000	1280.000
20130726	新臺幣 (TWD)	1公克	1274.000	1289.000
20130725	新臺幣 (TWD)	1公克	1264.000	1279.000
20130724	新臺幣 (TWD)	1公克	1282.000	1298.000
20130723	新臺幣 (TWD)	1公克	1269.000	1284.000
20130722	新臺幣 (TWD)	1公克	1257.000	1272.000
20130719	新臺幣 (TWD)	1公克	1232.000	1247.000
20130718	新臺幣 (TWD)	1公克	1222.000	1237.000
20130717	新臺幣 (TWD)	1公克	1227.000	1242.000
20130716	新臺幣 (TWD)	1公克	1222.000	1237.000
20130715	新臺幣 (TWD)	1公克	1229.000	1244.000
20130712	新臺幣 (TWD)	1公克	1223.000	1238.000
20130711	新臺幣 (TWD)	1公克	1225.000	1240.000
20130710	新臺幣 (TWD)	1公克	1202.000	1217.000
20130709	新臺幣 (TWD)	1公克	1206.000	1221.000
20130708	新臺幣 (TWD)	1公克	1177.000	1191.000
20130705	新臺幣 (TWD)	1公克	1191.000	1205.000
20130704	新臺幣 (TWD)	1公克	1202.000	1217.000
20130703	新臺幣 (TWD)	1公克	1189.000	1203.000
20130702	新臺幣 (TWD)	1公克	1216.000	1231.000
20130701	新臺幣 (TWD)	1公克	1195.000	1209.000
20130628	新臺幣 (TWD)	1公克	1155.000	1169.000
20130627	新臺幣 (TWD)	1公克	1191.000	1205.000
20130626	新臺幣 (TWD)	1公克	1203.000	1218.000
20130625	新臺幣 (TWD)	1公克	1236.000	1251.000
20130624	新臺幣 (TWD)	1公克	1238.000	1253.000
20130621	新臺幣 (TWD)	1公克	1248.000	1263.000
20130620	新臺幣 (TWD)	1公克	1276.000	1291.000
20130619	新臺幣 (TWD)	1公克	1306.000	1322.000
20130618	新臺幣 (TWD)	1公克	1319.000	1335.000
20130617	新臺幣 (TWD)	1公克	1327.000	1343.000
20130614	新臺幣 (TWD)	1公克	1324.000	1340.000
20130613	新臺幣 (TWD)	1公克	1328.000	1344.000
20130611	新臺幣 (TWD)	1公克	1319.000	1335.000
20130610	新臺幣 (TWD)	1公克	1318.000	1334.000
20130607	新臺幣 (TWD)	1公克	1341.000	1357.000
20130606	新臺幣 (TWD)	1公克	1327.000	1343.000
20130605	新臺幣 (TWD)	1公克	1336.000	1352.000
20130604	新臺幣 (TWD)	1公克	1343.000	1359.000
20130603	新臺幣 (TWD)	1公克	1336.000	1352.000
20130531	新臺幣 (TWD)	1公克	1350.000	1367.000
20130530	新臺幣 (TWD)	1公克	1346.000	1362.000
20130529	新臺幣 (TWD)	1公克	1329.000	1345.000
20130528	新臺幣 (TWD)	1公克	1329.000	1345.000
20130527	新臺幣 (TWD)	1公克	1330.000	1346.000
20130524	新臺幣 (TWD)	1公克	1326.000	1342.000
20130523	新臺幣 (TWD)	1公克	1321.000	1337.000
20130522	新臺幣 (TWD)	1公克	1324.000	1340.000
20130521	新臺幣 (TWD)	1公克	1324.000	1340.000
20130520	新臺幣 (TWD)	1公克	1288.000	1304.000
20130517	新臺幣 (TWD)	1公克	1320.000	1336.000
20130516	新臺幣 (TWD)	1公克	1331.000	1347.000
20130515	新臺幣 (TWD)	1公克	1349.000	1366.000
20130514	新臺幣 (TWD)	1公克	1369.000	1386.000
20130513	新臺幣 (TWD)	1公克	1366.000	1383.000
20130510	新臺幣 (TWD)	1公克	1379.000	1396.000
20130509	新臺幣 (TWD)	1公克	1380.000	1397.000
20130508	新臺幣 (TWD)	1公克	1370.000	1387.000
20130507	新臺幣 (TWD)	1公克	1374.000	1391.000
20130506	新臺幣 (TWD)	1公克	1389.000	1406.000
20130503	新臺幣 (TWD)	1公克	1391.000	1408.000
20130502	新臺幣 (TWD)	1公克	1375.000	1392.000
20130430	新臺幣 (TWD)	1公克	1379.000	1396.000
20130429	新臺幣 (TWD)	1公克	1393.000	1410.000
20130426	新臺幣 (TWD)	1公克	1397.000	1414.000
20130425	新臺幣 (TWD)	1公克	1373.000	1390.000
20130424	新臺幣 (TWD)	1公克	1363.000	1380.000
20130423	新臺幣 (TWD)	1公克	1352.000	1369.000
20130422	新臺幣 (TWD)	1公克	1360.000	1377.000
20130419	新臺幣 (TWD)	1公克	1354.000	1371.000
20130418	新臺幣 (TWD)	1公克	1318.000	1334.000
20130417	新臺幣 (TWD)	1公克	1322.000	1338.000
20130416	新臺幣 (TWD)	1公克	1317.000	1333.000
20130415	新臺幣 (TWD)	1公克	1388.000	1405.000
20130412	新臺幣 (TWD)	1公克	1493.000	1511.000
20130411	新臺幣 (TWD)	1公克	1490.000	1508.000
20130410	新臺幣 (TWD)	1公克	1521.000	1540.000
20130409	新臺幣 (TWD)	1公克	1511.000	1530.000
20130408	新臺幣 (TWD)	1公克	1515.000	1534.000
20130403	新臺幣 (TWD)	1公克	1498.000	1516.000
20130402	新臺幣 (TWD)	1公克	1527.000	1546.000
20130401	新臺幣 (TWD)	1公克	1519.000	1545.000
20130329	新臺幣 (TWD)	1公克	1518.000	1545.000
20130328	新臺幣 (TWD)	1公克	1531.000	1550.000
20130327	新臺幣 (TWD)	1公克	1519.000	1538.000
20130326	新臺幣 (TWD)	1公克	1528.000	1547.000
20130325	新臺幣 (TWD)	1公克	1531.000	1550.000
20130322	新臺幣 (TWD)	1公克	1536.000	1555.000
20130321	新臺幣 (TWD)	1公克	1528.000	1547.000
20130320	新臺幣 (TWD)	1公克	1532.000	1551.000
20130319	新臺幣 (TWD)	1公克	1524.000	1543.000
20130318	新臺幣 (TWD)	1公克	1519.000	1538.000
20130315	新臺幣 (TWD)	1公克	1512.000	1531.000
20130314	新臺幣 (TWD)	1公克	1506.000	1525.000
20130313	新臺幣 (TWD)	1公克	1508.000	1527.000
20130312	新臺幣 (TWD)	1公克	1502.000	1520.000
20130311	新臺幣 (TWD)	1公克	1502.000	1520.000
20130308	新臺幣 (TWD)	1公克	1496.000	1514.000
20130307	新臺幣 (TWD)	1公克	1503.000	1521.000
20130306	新臺幣 (TWD)	1公克	1493.000	1511.000
20130305	新臺幣 (TWD)	1公克	1500.000	1518.000
20130304	新臺幣 (TWD)	1公克	1496.000	1514.000
20130301	新臺幣 (TWD)	1公克	1494.000	1512.000
20130227	新臺幣 (TWD)	1公克	1526.000	1545.000
20130226	新臺幣 (TWD)	1公克	1511.000	1530.000
20130225	新臺幣 (TWD)	1公克	1505.000	1523.000
20130223	新臺幣 (TWD)	1公克	1498.000	1522.000
20130222	新臺幣 (TWD)	1公克	1501.000	1519.000
20130221	新臺幣 (TWD)	1公克	1488.000	1506.000
20130220	新臺幣 (TWD)	1公克	1520.000	1539.000
20130219	新臺幣 (TWD)	1公克	1527.000	1546.000
20130218	新臺幣 (TWD)	1公克	1532.000	1551.000
20130208	新臺幣 (TWD)	1公克	1583.000	1602.000
20130207	新臺幣 (TWD)	1公克	1583.000	1602.000
20130206	新臺幣 (TWD)	1公克	1576.000	1595.000
20130205	新臺幣 (TWD)	1公克	1581.000	1600.000
20130204	新臺幣 (TWD)	1公克	1578.000	1597.000
20130201	新臺幣 (TWD)	1公克	1574.000	1593.000
20130131	新臺幣 (TWD)	1公克	1581.000	1600.000
20130130	新臺幣 (TWD)	1公克	1573.000	1592.000
20130129	新臺幣 (TWD)	1公克	1569.000	1588.000
20130128	新臺幣 (TWD)	1公克	1570.000	1589.000
20130125	新臺幣 (TWD)	1公克	1558.000	1577.000
20130124	新臺幣 (TWD)	1公克	1558.000	1577.000
20130123	新臺幣 (TWD)	1公克	1567.000	1586.000
20130122	新臺幣 (TWD)	1公克	1568.000	1587.000
20130121	新臺幣 (TWD)	1公克	1564.000	1583.000
20130118	新臺幣 (TWD)	1公克	1564.000	1583.000
20130117	新臺幣 (TWD)	1公克	1554.000	1573.000
20130116	新臺幣 (TWD)	1公克	1560.000	1579.000
20130115	新臺幣 (TWD)	1公克	1549.000	1568.000
20130114	新臺幣 (TWD)	1公克	1542.000	1561.000
20130111	新臺幣 (TWD)	1公克	1546.000	1565.000
20130110	新臺幣 (TWD)	1公克	1537.000	1556.000
20130109	新臺幣 (TWD)	1公克	1541.000	1560.000
20130108	新臺幣 (TWD)	1公克	1528.000	1547.000
20130107	新臺幣 (TWD)	1公克	1541.000	1560.000
20130104	新臺幣 (TWD)	1公克	1532.000	1551.000
20130103	新臺幣 (TWD)	1公克	1564.000	1583.000
20130102	新臺幣 (TWD)	1公克	1560.000	1579.000
