日期	牌價幣別	商品重量	本行買入價格	本行賣出價格
20151105	新臺幣 (TWD)	1 公克	1150.000	1164.000
20151104	新臺幣 (TWD)	1 公克	1158.000	1172.000
20151103	新臺幣 (TWD)	1 公克	1178.000	1192.000
20151102	新臺幣 (TWD)	1 公克	1186.000	1200.000
20151030	新臺幣 (TWD)	1 公克	1191.000	1206.000
20151029	新臺幣 (TWD)	1 公克	1205.000	1220.000
20151028	新臺幣 (TWD)	1 公克	1212.000	1227.000
20151027	新臺幣 (TWD)	1 公克	1206.000	1221.000
20151026	新臺幣 (TWD)	1 公克	1205.000	1220.000
20151023	新臺幣 (TWD)	1 公克	1210.000	1225.000
20151022	新臺幣 (TWD)	1 公克	1209.000	1224.000
20151021	新臺幣 (TWD)	1 公克	1214.000	1229.000
20151020	新臺幣 (TWD)	1 公克	1211.000	1226.000
20151019	新臺幣 (TWD)	1 公克	1206.000	1221.000
20151016	新臺幣 (TWD)	1 公克	1210.000	1225.000
20151015	新臺幣 (TWD)	1 公克	1217.000	1232.000
20151014	新臺幣 (TWD)	1 公克	1215.000	1230.000
20151013	新臺幣 (TWD)	1 公克	1200.000	1215.000
20151012	新臺幣 (TWD)	1 公克	1201.000	1216.000
20151008	新臺幣 (TWD)	1 公克	1190.000	1205.000
20151007	新臺幣 (TWD)	1 公克	1196.000	1211.000
20151006	新臺幣 (TWD)	1 公克	1191.000	1206.000
20151005	新臺幣 (TWD)	1 公克	1189.000	1203.000
20151002	新臺幣 (TWD)	1 公克	1167.000	1181.000
20151001	新臺幣 (TWD)	1 公克	1166.000	1180.000
20150930	新臺幣 (TWD)	1 公克	1182.000	1196.000
20150925	新臺幣 (TWD)	1 公克	1206.000	1221.000
20150924	新臺幣 (TWD)	1 公克	1192.000	1207.000
20150923	新臺幣 (TWD)	1 公克	1183.000	1197.000
20150922	新臺幣 (TWD)	1 公克	1181.000	1195.000
20150921	新臺幣 (TWD)	1 公克	1182.000	1196.000
20150918	新臺幣 (TWD)	1 公克	1166.000	1180.000
20150917	新臺幣 (TWD)	1 公克	1159.000	1173.000
20150916	新臺幣 (TWD)	1 公克	1151.000	1165.000
20150915	新臺幣 (TWD)	1 公克	1154.000	1168.000
20150914	新臺幣 (TWD)	1 公克	1152.000	1166.000
20150911	新臺幣 (TWD)	1 公克	1155.000	1169.000
20150910	新臺幣 (TWD)	1 公克	1153.000	1167.000
20150909	新臺幣 (TWD)	1 公克	1167.000	1181.000
20150908	新臺幣 (TWD)	1 公克	1173.000	1187.000
20150907	新臺幣 (TWD)	1 公克	1173.000	1187.000
20150904	新臺幣 (TWD)	1 公克	1171.000	1185.000
20150903	新臺幣 (TWD)	1 公克	1179.000	1193.000
20150902	新臺幣 (TWD)	1 公克	1187.000	1201.000
20150901	新臺幣 (TWD)	1 公克	1182.000	1196.000
20150831	新臺幣 (TWD)	1 公克	1180.000	1194.000
20150828	新臺幣 (TWD)	1 公克	1166.000	1180.000
20150827	新臺幣 (TWD)	1 公克	1168.000	1181.000
20150826	新臺幣 (TWD)	1 公克	1180.000	1194.000
20150825	新臺幣 (TWD)	1 公克	1197.000	1212.000
20150824	新臺幣 (TWD)	1 公克	1210.000	1225.000
20150821	新臺幣 (TWD)	1 公克	1203.000	1218.000
20150820	新臺幣 (TWD)	1 公克	1180.000	1194.000
20150819	新臺幣 (TWD)	1 公克	1164.000	1177.000
20150818	新臺幣 (TWD)	1 公克	1160.000	1174.000
20150817	新臺幣 (TWD)	1 公克	1152.000	1166.000
20150814	新臺幣 (TWD)	1 公克	1145.000	1159.000
20150813	新臺幣 (TWD)	1 公克	1150.000	1164.000
20150812	新臺幣 (TWD)	1 公克	1149.000	1163.000
20150811	新臺幣 (TWD)	1 公克	1120.000	1134.000
20150810	新臺幣 (TWD)	1 公克	1110.000	1123.000
20150807	新臺幣 (TWD)	1 公克	1108.000	1121.000
20150806	新臺幣 (TWD)	1 公克	1099.000	1112.000
20150805	新臺幣 (TWD)	1 公克	1098.000	1111.000
20150804	新臺幣 (TWD)	1 公克	1100.000	1113.000
20150803	新臺幣 (TWD)	1 公克	1106.000	1119.000
20150731	新臺幣 (TWD)	1 公克	1093.000	1106.000
20150730	新臺幣 (TWD)	1 公克	1091.000	1104.000
20150729	新臺幣 (TWD)	1 公克	1103.000	1116.000
20150728	新臺幣 (TWD)	1 公克	1103.000	1116.000
20150727	新臺幣 (TWD)	1 公克	1110.000	1123.000
20150724	新臺幣 (TWD)	1 公克	1089.000	1102.000
20150723	新臺幣 (TWD)	1 公克	1097.000	1110.000
20150722	新臺幣 (TWD)	1 公克	1091.000	1104.000
20150721	新臺幣 (TWD)	1 公克	1104.000	1117.000
20150720	新臺幣 (TWD)	1 公克	1113.000	1127.000
20150717	新臺幣 (TWD)	1 公克	1138.000	1152.000
20150716	新臺幣 (TWD)	1 公克	1139.000	1153.000
20150715	新臺幣 (TWD)	1 公克	1144.000	1158.000
20150714	新臺幣 (TWD)	1 公克	1145.000	1159.000
20150713	新臺幣 (TWD)	1 公克	1151.000	1165.000
20150709	新臺幣 (TWD)	1 公克	1153.000	1167.000
20150708	新臺幣 (TWD)	1 公克	1142.000	1156.000
20150707	新臺幣 (TWD)	1 公克	1156.000	1170.000
20150706	新臺幣 (TWD)	1 公克	1155.000	1169.000
20150703	新臺幣 (TWD)	1 公克	1155.000	1169.000
20150702	新臺幣 (TWD)	1 公克	1151.000	1165.000
20150701	新臺幣 (TWD)	1 公克	1160.000	1174.000
20150630	新臺幣 (TWD)	1 公克	1159.000	1173.000
20150629	新臺幣 (TWD)	1 公克	1169.000	1183.000
20150626	新臺幣 (TWD)	1 公克	1159.000	1173.000
20150625	新臺幣 (TWD)	1 公克	1162.000	1176.000
20150624	新臺幣 (TWD)	1 公克	1163.000	1177.000
20150623	新臺幣 (TWD)	1 公克	1169.000	1183.000
20150622	新臺幣 (TWD)	1 公克	1175.000	1189.000
20150618	新臺幣 (TWD)	1 公克	1172.000	1186.000
20150617	新臺幣 (TWD)	1 公克	1166.000	1180.000
20150616	新臺幣 (TWD)	1 公克	1173.000	1187.000
20150615	新臺幣 (TWD)	1 公克	1173.000	1180.000
20150612	新臺幣 (TWD)	1 公克	1172.000	1186.000
20150611	新臺幣 (TWD)	1 公克	1171.000	1185.000
20150610	新臺幣 (TWD)	1 公克	1172.000	1186.000
20150609	新臺幣 (TWD)	1 公克	1170.000	1184.000
20150608	新臺幣 (TWD)	1 公克	1166.000	1180.000
20150605	新臺幣 (TWD)	1 公克	1159.000	1173.000
20150604	新臺幣 (TWD)	1 公克	1166.000	1180.000
20150603	新臺幣 (TWD)	1 公克	1171.000	1185.000
20150602	新臺幣 (TWD)	1 公克	1175.000	1189.000
20150601	新臺幣 (TWD)	1 公克	1167.000	1181.000
20150529	新臺幣 (TWD)	1 公克	1167.000	1181.000
20150528	新臺幣 (TWD)	1 公克	1164.000	1178.000
20150527	新臺幣 (TWD)	1 公克	1165.000	1179.000
20150526	新臺幣 (TWD)	1 公克	1169.000	1183.000
20150525	新臺幣 (TWD)	1 公克	1175.000	1189.000
20150522	新臺幣 (TWD)	1 公克	1176.000	1190.000
20150521	新臺幣 (TWD)	1 公克	1179.000	1193.000
20150520	新臺幣 (TWD)	1 公克	1176.000	1190.000
20150519	新臺幣 (TWD)	1 公克	1187.000	1201.000
20150518	新臺幣 (TWD)	1 公克	1192.000	1207.000
20150515	新臺幣 (TWD)	1 公克	1187.000	1201.000
20150514	新臺幣 (TWD)	1 公克	1188.000	1202.000
20150513	新臺幣 (TWD)	1 公克	1172.000	1186.000
20150512	新臺幣 (TWD)	1 公克	1163.000	1177.000
20150511	新臺幣 (TWD)	1 公克	1163.000	1177.000
20150508	新臺幣 (TWD)	1 公克	1164.000	1178.000
20150507	新臺幣 (TWD)	1 公克	1161.000	1175.000
20150506	新臺幣 (TWD)	1 公克	1168.000	1182.000
20150505	新臺幣 (TWD)	1 公克	1166.000	1180.000
20150504	新臺幣 (TWD)	1 公克	1161.000	1175.000
20150430	新臺幣 (TWD)	1 公克	1178.000	1192.000
20150429	新臺幣 (TWD)	1 公克	1178.000	1192.000
20150428	新臺幣 (TWD)	1 公克	1174.000	1188.000
20150427	新臺幣 (TWD)	1 公克	1156.000	1170.000
20150424	新臺幣 (TWD)	1 公克	1183.000	1197.000
20150423	新臺幣 (TWD)	1 公克	1178.000	1192.000
20150422	新臺幣 (TWD)	1 公克	1193.000	1208.000
20150421	新臺幣 (TWD)	1 公克	1188.000	1202.000
20150420	新臺幣 (TWD)	1 公克	1195.000	1210.000
20150417	新臺幣 (TWD)	1 公克	1195.000	1210.000
20150416	新臺幣 (TWD)	1 公克	1200.000	1215.000
20150415	新臺幣 (TWD)	1 公克	1190.000	1205.000
20150414	新臺幣 (TWD)	1 公克	1192.000	1207.000
20150413	新臺幣 (TWD)	1 公克	1204.000	1219.000
20150410	新臺幣 (TWD)	1 公克	1191.000	1206.000
20150409	新臺幣 (TWD)	1 公克	1188.000	1202.000
20150408	新臺幣 (TWD)	1 公克	1203.000	1218.000
20150407	新臺幣 (TWD)	1 公克	1200.000	1215.000
20150402	新臺幣 (TWD)	1 公克	1203.000	1218.000
20150401	新臺幣 (TWD)	1 公克	1186.000	1200.000
20150331	新臺幣 (TWD)	1 公克	1181.000	1195.000
20150331	新臺幣 (TWD)	1 公克	1181.000	1195.000
20150330	新臺幣 (TWD)	1 公克	1189.000	1203.000
20150327	新臺幣 (TWD)	1 公克	1202.000	1217.000
20150326	新臺幣 (TWD)	1 公克	1202.000	1217.000
20150325	新臺幣 (TWD)	1 公克	1190.000	1204.000
20150324	新臺幣 (TWD)	1 公克	1191.000	1205.000
20150323	新臺幣 (TWD)	1 公克	1189.000	1203.000
20150320	新臺幣 (TWD)	1 公克	1177.000	1191.000
20150319	新臺幣 (TWD)	1 公克	1179.000	1193.000
20150318	新臺幣 (TWD)	1 公克	1156.000	1170.000
20150317	新臺幣 (TWD)	1 公克	1168.000	1182.000
20150316	新臺幣 (TWD)	1 公克	1175.000	1189.000
20150313	新臺幣 (TWD)	1 公克	1174.000	1188.000
20150312	新臺幣 (TWD)	1 公克	1180.000	1194.000
20150311	新臺幣 (TWD)	1 公克	1178.000	1192.000
20150310	新臺幣 (TWD)	1 公克	1170.000	1184.000
20150309	新臺幣 (TWD)	1 公克	1182.000	1196.000
20150306	新臺幣 (TWD)	1 公克	1204.000	1219.000
20150305	新臺幣 (TWD)	1 公克	1209.000	1224.000
20150304	新臺幣 (TWD)	1 公克	1210.000	1225.000
20150303	新臺幣 (TWD)	1 公克	1212.000	1227.000
20150302	新臺幣 (TWD)	1 公克	1224.000	1239.000
20150226	新臺幣 (TWD)	1 公克	1214.000	1229.000
20150225	新臺幣 (TWD)	1 公克	1218.000	1233.000
20150224	新臺幣 (TWD)	1 公克	1212.000	1227.000
20150217	新臺幣 (TWD)	1 公克	1234.000	1249.000
20150216	新臺幣 (TWD)	1 公克	1241.000	1256.000
20150213	新臺幣 (TWD)	1 公克	1234.000	1249.000
20150212	新臺幣 (TWD)	1 公克	1233.000	1248.000
20150211	新臺幣 (TWD)	1 公克	1245.000	1260.000
20150210	新臺幣 (TWD)	1 公克	1252.000	1267.000
20150209	新臺幣 (TWD)	1 公克	1248.000	1263.000
20150206	新臺幣 (TWD)	1 公克	1271.000	1287.000
20150205	新臺幣 (TWD)	1 公克	1277.000	1293.000
20150204	新臺幣 (TWD)	1 公克	1268.000	1283.000
20150203	新臺幣 (TWD)	1 公克	1288.000	1304.000
20150202	新臺幣 (TWD)	1 公克	1289.000	1305.000
20150130	新臺幣 (TWD)	1 公克	1268.000	1283.000
20150129	新臺幣 (TWD)	1 公克	1282.000	1298.000
20150128	新臺幣 (TWD)	1 公克	1285.000	1301.000
20150127	新臺幣 (TWD)	1 公克	1280.000	1296.000
20150126	新臺幣 (TWD)	1 公克	1291.000	1307.000
20150123	新臺幣 (TWD)	1 公克	1294.000	1310.000
20150122	新臺幣 (TWD)	1 公克	1291.000	1307.000
20150121	新臺幣 (TWD)	1 公克	1307.000	1323.000
20150120	新臺幣 (TWD)	1 公克	1288.000	1304.000
20150119	新臺幣 (TWD)	1 公克	1281.000	1297.000
20150116	新臺幣 (TWD)	1 公克	1269.000	1284.000
20150115	新臺幣 (TWD)	1 公克	1244.000	1259.000
20150114	新臺幣 (TWD)	1 公克	1250.000	1265.000
20150113	新臺幣 (TWD)	1 公克	1256.000	1271.000
20150112	新臺幣 (TWD)	1 公克	1249.000	1264.000
20150109	新臺幣 (TWD)	1 公克	1235.000	1250.000
20150108	新臺幣 (TWD)	1 公克	1232.000	1247.000
20150107	新臺幣 (TWD)	1 公克	1238.000	1253.000
20150106	新臺幣 (TWD)	1 公克	1233.000	1248.000
20150105	新臺幣 (TWD)	1 公克	1222.000	1237.000
