日期	牌價幣別	商品重量	本行買入價格	本行賣出價格
20120928	新臺幣 (TWD)	1公克	1664.000	1685.000
20120927	新臺幣 (TWD)	1公克	1650.000	1670.000
20120926	新臺幣 (TWD)	1公克	1655.000	1675.000
20120925	新臺幣 (TWD)	1公克	1654.000	1674.000
20120924	新臺幣 (TWD)	1公克	1651.000	1671.000
20120921	新臺幣 (TWD)	1公克	1661.000	1681.000
20120920	新臺幣 (TWD)	1公克	1647.000	1667.000
20120919	新臺幣 (TWD)	1公克	1664.000	1684.000
20120918	新臺幣 (TWD)	1公克	1648.000	1668.000
20120917	新臺幣 (TWD)	1公克	1654.000	1674.000
20120914	新臺幣 (TWD)	1公克	1661.000	1681.000
20120913	新臺幣 (TWD)	1公克	1635.000	1655.000
20120912	新臺幣 (TWD)	1公克	1640.000	1660.000
20120911	新臺幣 (TWD)	1公克	1640.000	1660.000
20120910	新臺幣 (TWD)	1公克	1643.000	1663.000
20120907	新臺幣 (TWD)	1公克	1610.000	1630.000
20120906	新臺幣 (TWD)	1公克	1621.000	1641.000
20120905	新臺幣 (TWD)	1公克	1612.000	1632.000
20120904	新臺幣 (TWD)	1公克	1612.000	1632.000
20120903	新臺幣 (TWD)	1公克	1610.000	1630.000
20120831	新臺幣 (TWD)	1公克	1584.000	1603.000
20120830	新臺幣 (TWD)	1公克	1585.000	1604.000
20120829	新臺幣 (TWD)	1公克	1591.000	1611.000
20120828	新臺幣 (TWD)	1公克	1589.000	1609.000
20120827	新臺幣 (TWD)	1公克	1600.000	1620.000
20120824	新臺幣 (TWD)	1公克	1589.000	1609.000
20120823	新臺幣 (TWD)	1公克	1591.000	1611.000
20120822	新臺幣 (TWD)	1公克	1568.000	1587.000
20120821	新臺幣 (TWD)	1公克	1553.000	1572.000
20120820	新臺幣 (TWD)	1公克	1550.000	1569.000
20120817	新臺幣 (TWD)	1公克	1550.000	1569.000
20120816	新臺幣 (TWD)	1公克	1537.000	1556.000
20120815	新臺幣 (TWD)	1公克	1529.000	1548.000
20120814	新臺幣 (TWD)	1公克	1544.000	1563.000
20120813	新臺幣 (TWD)	1公克	1553.000	1572.000
20120810	新臺幣 (TWD)	1公克	1540.000	1559.000
20120809	新臺幣 (TWD)	1公克	1542.000	1561.000
20120808	新臺幣 (TWD)	1公克	1536.000	1555.000
20120807	新臺幣 (TWD)	1公克	1542.000	1561.000
20120806	新臺幣 (TWD)	1公克	1535.000	1554.000
20120803	新臺幣 (TWD)	1公克	1523.000	1542.000
20120801	新臺幣 (TWD)	1公克	1547.000	1566.000
20120731	新臺幣 (TWD)	1公克	1551.000	1570.000
20120730	新臺幣 (TWD)	1公克	1552.000	1571.000
20120727	新臺幣 (TWD)	1公克	1554.000	1573.000
20120726	新臺幣 (TWD)	1公克	1541.000	1560.000
20120725	新臺幣 (TWD)	1公克	1529.000	1548.000
20120724	新臺幣 (TWD)	1公克	1513.000	1532.000
20120723	新臺幣 (TWD)	1公克	1510.000	1529.000
20120720	新臺幣 (TWD)	1公克	1516.000	1535.000
20120719	新臺幣 (TWD)	1公克	1516.000	1535.000
20120718	新臺幣 (TWD)	1公克	1515.000	1534.000
20120717	新臺幣 (TWD)	1公克	1523.000	1542.000
20120716	新臺幣 (TWD)	1公克	1521.000	1540.000
20120713	新臺幣 (TWD)	1公克	1508.000	1527.000
20120712	新臺幣 (TWD)	1公克	1503.000	1521.000
20120711	新臺幣 (TWD)	1公克	1510.000	1529.000
20120710	新臺幣 (TWD)	1公克	1514.000	1533.000
20120709	新臺幣 (TWD)	1公克	1512.000	1531.000
20120706	新臺幣 (TWD)	1公克	1528.000	1547.000
20120705	新臺幣 (TWD)	1公克	1543.000	1562.000
20120704	新臺幣 (TWD)	1公克	1537.000	1556.000
20120703	新臺幣 (TWD)	1公克	1533.000	1552.000
20120702	新臺幣 (TWD)	1公克	1518.000	1537.000
20120629	新臺幣 (TWD)	1公克	1503.000	1521.000
20120628	新臺幣 (TWD)	1公克	1504.000	1522.000
20120627	新臺幣 (TWD)	1公克	1501.000	1519.000
20120626	新臺幣 (TWD)	1公克	1515.000	1534.000
20120625	新臺幣 (TWD)	1公克	1505.000	1523.000
20120622	新臺幣 (TWD)	1公克	1493.000	1511.000
20120621	新臺幣 (TWD)	1公克	1527.000	1546.000
20120620	新臺幣 (TWD)	1公克	1541.000	1560.000
20120619	新臺幣 (TWD)	1公克	1554.000	1573.000
20120618	新臺幣 (TWD)	1公克	1544.000	1563.000
20120615	新臺幣 (TWD)	1公克	1553.000	1572.000
20120614	新臺幣 (TWD)	1公克	1548.000	1567.000
20120613	新臺幣 (TWD)	1公克	1544.000	1563.000
20120612	新臺幣 (TWD)	1公克	1526.000	1545.000
20120611	新臺幣 (TWD)	1公克	1526.000	1545.000
20120608	新臺幣 (TWD)	1公克	1504.000	1522.000
20120607	新臺幣 (TWD)	1公克	1547.000	1566.000
20120606	新臺幣 (TWD)	1公克	1551.000	1570.000
20120605	新臺幣 (TWD)	1公克	1545.000	1564.000
20120604	新臺幣 (TWD)	1公克	1550.000	1569.000
20120601	新臺幣 (TWD)	1公克	1487.000	1505.000
20120531	新臺幣 (TWD)	1公克	1491.000	1509.000
20120530	新臺幣 (TWD)	1公克	1469.000	1487.000
20120529	新臺幣 (TWD)	1公克	1493.000	1511.000
20120528	新臺幣 (TWD)	1公克	1494.000	1512.000
20120525	新臺幣 (TWD)	1公克	1479.000	1497.000
20120524	新臺幣 (TWD)	1公克	1474.000	1492.000
20120523	新臺幣 (TWD)	1公克	1470.000	1488.000
20120522	新臺幣 (TWD)	1公克	1497.000	1515.000
20120521	新臺幣 (TWD)	1公克	1506.000	1525.000
20120518	新臺幣 (TWD)	1公克	1487.000	1505.000
20120517	新臺幣 (TWD)	1公克	1460.000	1478.000
20120516	新臺幣 (TWD)	1公克	1448.000	1466.000
20120515	新臺幣 (TWD)	1公克	1469.000	1487.000
20120514	新臺幣 (TWD)	1公克	1485.000	1503.000
20120511	新臺幣 (TWD)	1公克	1481.000	1499.000
20120510	新臺幣 (TWD)	1公克	1496.000	1514.000
20120509	新臺幣 (TWD)	1公克	1495.000	1513.000
20120508	新臺幣 (TWD)	1公克	1528.000	1547.000
20120507	新臺幣 (TWD)	1公克	1535.000	1554.000
20120504	新臺幣 (TWD)	1公克	1524.000	1543.000
20120503	新臺幣 (TWD)	1公克	1536.000	1555.000
20120502	新臺幣 (TWD)	1公克	1542.000	1561.000
20120430	新臺幣 (TWD)	1公克	1551.000	1570.000
20120427	新臺幣 (TWD)	1公克	1545.000	1564.000
20120426	新臺幣 (TWD)	1公克	1552.000	1571.000
20120425	新臺幣 (TWD)	1公克	1549.000	1568.000
20120424	新臺幣 (TWD)	1公克	1541.000	1560.000
20120423	新臺幣 (TWD)	1公克	1540.000	1559.000
20120420	新臺幣 (TWD)	1公克	1549.000	1568.000
20120419	新臺幣 (TWD)	1公克	1548.000	1567.000
20120418	新臺幣 (TWD)	1公克	1557.000	1576.000
20120417	新臺幣 (TWD)	1公克	1552.000	1571.000
20120416	新臺幣 (TWD)	1公克	1550.000	1569.000
20120413	新臺幣 (TWD)	1公克	1579.000	1598.000
20120412	新臺幣 (TWD)	1公克	1562.000	1581.000
20120411	新臺幣 (TWD)	1公克	1563.000	1582.000
20120410	新臺幣 (TWD)	1公克	1555.000	1574.000
20120409	新臺幣 (TWD)	1公克	1551.000	1570.000
20120406	新臺幣 (TWD)	1公克	1538.000	1564.000
20120405	新臺幣 (TWD)	1公克	1531.000	1550.000
20120403	新臺幣 (TWD)	1公克	1580.000	1599.000
20120402	新臺幣 (TWD)	1公克	1571.000	1590.000
20120330	新臺幣 (TWD)	1公克	1570.000	1589.000
20120329	新臺幣 (TWD)	1公克	1570.000	1589.000
20120328	新臺幣 (TWD)	1公克	1584.000	1603.000
20120327	新臺幣 (TWD)	1公克	1594.000	1614.000
20120326	新臺幣 (TWD)	1公克	1575.000	1594.000
20120323	新臺幣 (TWD)	1公克	1554.000	1573.000
20120322	新臺幣 (TWD)	1公克	1559.000	1578.000
20120321	新臺幣 (TWD)	1公克	1561.000	1580.000
20120320	新臺幣 (TWD)	1公克	1561.000	1580.000
20120319	新臺幣 (TWD)	1公克	1566.000	1585.000
20120316	新臺幣 (TWD)	1公克	1565.000	1584.000
20120315	新臺幣 (TWD)	1公克	1557.000	1576.000
20120314	新臺幣 (TWD)	1公克	1576.000	1595.000
20120313	新臺幣 (TWD)	1公克	1602.000	1622.000
20120312	新臺幣 (TWD)	1公克	1607.000	1627.000
20120309	新臺幣 (TWD)	1公克	1605.000	1625.000
20120308	新臺幣 (TWD)	1公克	1592.000	1612.000
20120307	新臺幣 (TWD)	1公克	1579.000	1598.000
20120306	新臺幣 (TWD)	1公克	1603.000	1623.000
20120305	新臺幣 (TWD)	1公克	1611.000	1631.000
20120303	新臺幣 (TWD)	1公克	1609.000	1634.000
20120302	新臺幣 (TWD)	1公克	1615.000	1635.000
20120301	新臺幣 (TWD)	1公克	1613.000	1633.000
20120229	新臺幣 (TWD)	1公克	1676.000	1697.000
20120224	新臺幣 (TWD)	1公克	1677.000	1698.000
20120223	新臺幣 (TWD)	1公克	1675.000	1696.000
20120222	新臺幣 (TWD)	1公克	1658.000	1678.000
20120221	新臺幣 (TWD)	1公克	1644.000	1664.000
20120220	新臺幣 (TWD)	1公克	1632.000	1652.000
20120217	新臺幣 (TWD)	1公克	1633.000	1653.000
20120216	新臺幣 (TWD)	1公克	1627.000	1647.000
20120215	新臺幣 (TWD)	1公克	1627.000	1647.000
20120214	新臺幣 (TWD)	1公克	1620.000	1640.000
20120213	新臺幣 (TWD)	1公克	1631.000	1651.000
20120210	新臺幣 (TWD)	1公克	1631.000	1651.000
20120209	新臺幣 (TWD)	1公克	1635.000	1655.000
20120208	新臺幣 (TWD)	1公克	1646.000	1666.000
20120207	新臺幣 (TWD)	1公克	1631.000	1651.000
20120206	新臺幣 (TWD)	1公克	1635.000	1655.000
20120204	新臺幣 (TWD)	1公克	1622.000	1647.000
20120203	新臺幣 (TWD)	1公克	1657.000	1677.000
20120202	新臺幣 (TWD)	1公克	1645.000	1665.000
20120201	新臺幣 (TWD)	1公克	1641.000	1661.000
20120131	新臺幣 (TWD)	1公克	1641.000	1661.000
20120130	新臺幣 (TWD)	1公克	1641.000	1661.000
20120120	新臺幣 (TWD)	1公克	1588.000	1608.000
20120119	新臺幣 (TWD)	1公克	1587.000	1607.000
20120118	新臺幣 (TWD)	1公克	1586.000	1606.000
20120117	新臺幣 (TWD)	1公克	1590.000	1610.000
20120116	新臺幣 (TWD)	1公克	1575.000	1594.000
20120113	新臺幣 (TWD)	1公克	1576.000	1595.000
20120112	新臺幣 (TWD)	1公克	1574.000	1593.000
20120111	新臺幣 (TWD)	1公克	1570.000	1589.000
20120110	新臺幣 (TWD)	1公克	1560.000	1579.000
20120109	新臺幣 (TWD)	1公克	1559.000	1578.000
20120106	新臺幣 (TWD)	1公克	1569.000	1588.000
20120105	新臺幣 (TWD)	1公克	1568.000	1587.000
20120104	新臺幣 (TWD)	1公克	1549.000	1568.000
20120103	新臺幣 (TWD)	1公克	1539.000	1558.000
20120102	新臺幣 (TWD)	1公克	1509.000	1535.000
