日期	牌價幣別	商品重量	本行買入價格	本行賣出價格
20141105	新臺幣 (TWD)	1公克	1122.000	1135.000
20141104	新臺幣 (TWD)	1公克	1138.000	1151.000
20141103	新臺幣 (TWD)	1公克	1141.000	1155.000
20141031	新臺幣 (TWD)	1公克	1140.000	1153.000
20141030	新臺幣 (TWD)	1公克	1172.000	1186.000
20141029	新臺幣 (TWD)	1公克	1195.000	1209.000
20141028	新臺幣 (TWD)	1公克	1193.000	1207.000
20141027	新臺幣 (TWD)	1公克	1194.000	1208.000
20141024	新臺幣 (TWD)	1公克	1197.000	1212.000
20141023	新臺幣 (TWD)	1公克	1207.000	1222.000
20141022	新臺幣 (TWD)	1公克	1211.000	1226.000
20141021	新臺幣 (TWD)	1公克	1214.000	1229.000
20141020	新臺幣 (TWD)	1公克	1206.000	1221.000
20141017	新臺幣 (TWD)	1公克	1203.000	1218.000
20141016	新臺幣 (TWD)	1公克	1201.000	1216.000
20141015	新臺幣 (TWD)	1公克	1191.000	1205.000
20141014	新臺幣 (TWD)	1公克	1196.000	1211.000
20141013	新臺幣 (TWD)	1公克	1197.000	1212.000
20141009	新臺幣 (TWD)	1公克	1191.000	1205.000
20141008	新臺幣 (TWD)	1公克	1184.000	1198.000
20141007	新臺幣 (TWD)	1公克	1175.000	1189.000
20141006	新臺幣 (TWD)	1公克	1161.000	1175.000
20141003	新臺幣 (TWD)	1公克	1172.000	1186.000
20141002	新臺幣 (TWD)	1公克	1181.000	1195.000
20141001	新臺幣 (TWD)	1公克	1177.000	1191.000
20140930	新臺幣 (TWD)	1公克	1184.000	1198.000
20140929	新臺幣 (TWD)	1公克	1188.000	1202.000
20140926	新臺幣 (TWD)	1公克	1188.000	1202.000
20140925	新臺幣 (TWD)	1公克	1170.000	1184.000
20140924	新臺幣 (TWD)	1公克	1186.000	1200.000
20140923	新臺幣 (TWD)	1公克	1177.000	1191.000
20140922	新臺幣 (TWD)	1公克	1174.000	1188.000
20140919	新臺幣 (TWD)	1公克	1181.000	1195.000
20140918	新臺幣 (TWD)	1公克	1184.000	1198.000
20140917	新臺幣 (TWD)	1公克	1192.000	1206.000
20140916	新臺幣 (TWD)	1公克	1194.000	1208.000
20140916	新臺幣 (TWD)	1公克	1194.000	1208.000
20140915	新臺幣 (TWD)	1公克	1189.000	1203.000
20140912	新臺幣 (TWD)	1公克	1190.000	1204.000
20140911	新臺幣 (TWD)	1公克	1197.000	1212.000
20140910	新臺幣 (TWD)	1公克	1202.000	1217.000
20140909	新臺幣 (TWD)	1公克	1204.000	1219.000
20140905	新臺幣 (TWD)	1公克	1210.000	1224.000
20140905	新臺幣 (TWD)	1公克	1210.000	1224.000
20140904	新臺幣 (TWD)	1公克	1214.000	1228.000
20140903	新臺幣 (TWD)	1公克	1215.000	1230.000
20140902	新臺幣 (TWD)	1公克	1220.000	1235.000
20140901	新臺幣 (TWD)	1公克	1231.000	1246.000
20140829	新臺幣 (TWD)	1公克	1233.000	1248.000
20140828	新臺幣 (TWD)	1公克	1231.000	1246.000
20140827	新臺幣 (TWD)	1公克	1231.000	1246.000
20140826	新臺幣 (TWD)	1公克	1238.000	1253.000
20140825	新臺幣 (TWD)	1公克	1224.000	1239.000
20140822	新臺幣 (TWD)	1公克	1227.000	1242.000
20140821	新臺幣 (TWD)	1公克	1225.000	1240.000
20140820	新臺幣 (TWD)	1公克	1240.000	1255.000
20140819	新臺幣 (TWD)	1公克	1245.000	1260.000
20140818	新臺幣 (TWD)	1公克	1246.000	1261.000
20140815	新臺幣 (TWD)	1公克	1259.000	1274.000
20140814	新臺幣 (TWD)	1公克	1259.000	1274.000
20140813	新臺幣 (TWD)	1公克	1254.000	1269.000
20140812	新臺幣 (TWD)	1公克	1255.000	1270.000
20140811	新臺幣 (TWD)	1公克	1253.000	1268.000
20140808	新臺幣 (TWD)	1公克	1262.000	1277.000
20140807	新臺幣 (TWD)	1公克	1251.000	1266.000
20140806	新臺幣 (TWD)	1公克	1238.000	1253.000
20140805	新臺幣 (TWD)	1公克	1238.000	1253.000
20140804	新臺幣 (TWD)	1公克	1241.000	1256.000
20140801	新臺幣 (TWD)	1公克	1231.000	1246.000
20140731	新臺幣 (TWD)	1公克	1238.000	1253.000
20140730	新臺幣 (TWD)	1公克	1242.000	1257.000
20140729	新臺幣 (TWD)	1公克	1251.000	1266.000
20140728	新臺幣 (TWD)	1公克	1249.000	1264.000
20140725	新臺幣 (TWD)	1公克	1239.000	1254.000
20140724	新臺幣 (TWD)	1公克	1243.000	1258.000
20140722	新臺幣 (TWD)	1公克	1252.000	1267.000
20140721	新臺幣 (TWD)	1公克	1258.000	1273.000
20140718	新臺幣 (TWD)	1公克	1255.000	1270.000
20140717	新臺幣 (TWD)	1公克	1245.000	1263.000
20140716	新臺幣 (TWD)	1公克	1244.000	1259.000
20140715	新臺幣 (TWD)	1公克	1253.000	1268.000
20140714	新臺幣 (TWD)	1公克	1260.000	1275.000
20140711	新臺幣 (TWD)	1公克	1276.000	1291.000
20140710	新臺幣 (TWD)	1公克	1267.000	1282.000
20140709	新臺幣 (TWD)	1公克	1263.000	1278.000
20140708	新臺幣 (TWD)	1公克	1260.000	1275.000
20140707	新臺幣 (TWD)	1公克	1254.000	1269.000
20140704	新臺幣 (TWD)	1公克	1262.000	1277.000
20140703	新臺幣 (TWD)	1公克	1260.000	1275.000
20140702	新臺幣 (TWD)	1公克	1265.000	1280.000
20140701	新臺幣 (TWD)	1公克	1265.000	1280.000
20140630	新臺幣 (TWD)	1公克	1254.000	1269.000
20140627	新臺幣 (TWD)	1公克	1259.000	1274.000
20140626	新臺幣 (TWD)	1公克	1255.000	1270.000
20140625	新臺幣 (TWD)	1公克	1259.000	1274.000
20140624	新臺幣 (TWD)	1公克	1259.000	1274.000
20140623	新臺幣 (TWD)	1公克	1260.000	1275.000
20140620	新臺幣 (TWD)	1公克	1257.000	1272.000
20140619	新臺幣 (TWD)	1公克	1226.000	1241.000
20140618	新臺幣 (TWD)	1公克	1216.000	1231.000
20140617	新臺幣 (TWD)	1公克	1213.000	1228.000
20140616	新臺幣 (TWD)	1公克	1230.000	1245.000
20140613	新臺幣 (TWD)	1公克	1222.000	1237.000
20140612	新臺幣 (TWD)	1公克	1209.000	1224.000
20140611	新臺幣 (TWD)	1公克	1210.000	1225.000
20140610	新臺幣 (TWD)	1公克	1205.000	1220.000
20140609	新臺幣 (TWD)	1公克	1202.000	1217.000
20140606	新臺幣 (TWD)	1公克	1205.000	1220.000
20140605	新臺幣 (TWD)	1公克	1195.000	1209.000
20140604	新臺幣 (TWD)	1公克	1197.000	1212.000
20140603	新臺幣 (TWD)	1公克	1196.000	1210.000
20140530	新臺幣 (TWD)	1公克	1206.000	1221.000
20140529	新臺幣 (TWD)	1公克	1203.000	1218.000
20140528	新臺幣 (TWD)	1公克	1218.000	1233.000
20140527	新臺幣 (TWD)	1公克	1237.000	1252.000
20140526	新臺幣 (TWD)	1公克	1243.000	1258.000
20140523	新臺幣 (TWD)	1公克	1246.000	1261.000
20140522	新臺幣 (TWD)	1公克	1247.000	1262.000
20140521	新臺幣 (TWD)	1公克	1245.000	1260.000
20140520	新臺幣 (TWD)	1公克	1242.000	1257.000
20140519	新臺幣 (TWD)	1公克	1251.000	1266.000
20140516	新臺幣 (TWD)	1公克	1248.000	1263.000
20140515	新臺幣 (TWD)	1公克	1253.000	1268.000
20140514	新臺幣 (TWD)	1公克	1248.000	1263.000
20140513	新臺幣 (TWD)	1公克	1244.000	1259.000
20140512	新臺幣 (TWD)	1公克	1244.000	1259.000
20140509	新臺幣 (TWD)	1公克	1243.000	1258.000
20140508	新臺幣 (TWD)	1公克	1244.000	1259.000
20140507	新臺幣 (TWD)	1公克	1259.000	1274.000
20140506	新臺幣 (TWD)	1公克	1263.000	1278.000
20140505	新臺幣 (TWD)	1公克	1256.000	1271.000
20140502	新臺幣 (TWD)	1公克	1236.000	1251.000
20140430	新臺幣 (TWD)	1公克	1246.000	1261.000
20140429	新臺幣 (TWD)	1公克	1249.000	1264.000
20140428	新臺幣 (TWD)	1公克	1258.000	1273.000
20140425	新臺幣 (TWD)	1公克	1249.000	1264.000
20140424	新臺幣 (TWD)	1公克	1244.000	1259.000
20140423	新臺幣 (TWD)	1公克	1243.000	1258.000
20140422	新臺幣 (TWD)	1公克	1247.000	1262.000
20140421	新臺幣 (TWD)	1公克	1241.000	1258.000
20140418	新臺幣 (TWD)	1公克	1248.000	1268.000
20140417	新臺幣 (TWD)	1公克	1251.000	1266.000
20140416	新臺幣 (TWD)	1公克	1254.000	1269.000
20140415	新臺幣 (TWD)	1公克	1263.000	1278.000
20140414	新臺幣 (TWD)	1公克	1282.000	1298.000
20140411	新臺幣 (TWD)	1公克	1265.000	1280.000
20140410	新臺幣 (TWD)	1公克	1265.000	1280.000
20140409	新臺幣 (TWD)	1公克	1260.000	1275.000
20140408	新臺幣 (TWD)	1公克	1263.000	1278.000
20140407	新臺幣 (TWD)	1公克	1257.000	1272.000
20140403	新臺幣 (TWD)	1公克	1251.000	1266.000
20140402	新臺幣 (TWD)	1公克	1243.000	1258.000
20140401	新臺幣 (TWD)	1公克	1248.000	1263.000
20140331	新臺幣 (TWD)	1公克	1258.000	1273.000
20140328	新臺幣 (TWD)	1公克	1266.000	1281.000
20140327	新臺幣 (TWD)	1公克	1270.000	1285.000
20140326	新臺幣 (TWD)	1公克	1282.000	1298.000
20140325	新臺幣 (TWD)	1公克	1280.000	1296.000
20140324	新臺幣 (TWD)	1公克	1294.000	1310.000
20140321	新臺幣 (TWD)	1公克	1304.000	1320.000
20140320	新臺幣 (TWD)	1公克	1297.000	1313.000
20140319	新臺幣 (TWD)	1公克	1312.000	1328.000
20140318	新臺幣 (TWD)	1公克	1318.000	1334.000
20140317	新臺幣 (TWD)	1公克	1339.000	1355.000
20140314	新臺幣 (TWD)	1公克	1324.000	1340.000
20140313	新臺幣 (TWD)	1公克	1327.000	1343.000
20140312	新臺幣 (TWD)	1公克	1314.000	1330.000
20140311	新臺幣 (TWD)	1公克	1298.000	1314.000
20140310	新臺幣 (TWD)	1公克	1287.000	1303.000
20140307	新臺幣 (TWD)	1公克	1302.000	1318.000
20140306	新臺幣 (TWD)	1公克	1291.000	1307.000
20140305	新臺幣 (TWD)	1公克	1290.000	1306.000
20140304	新臺幣 (TWD)	1公克	1295.000	1311.000
20140303	新臺幣 (TWD)	1公克	1303.000	1319.000
20140227	新臺幣 (TWD)	1公克	1284.000	1300.000
20140226	新臺幣 (TWD)	1公克	1298.000	1314.000
20140225	新臺幣 (TWD)	1公克	1291.000	1307.000
20140224	新臺幣 (TWD)	1公克	1285.000	1301.000
20140221	新臺幣 (TWD)	1公克	1277.000	1292.000
20140220	新臺幣 (TWD)	1公克	1271.000	1286.000
20140219	新臺幣 (TWD)	1公克	1274.000	1289.000
20140218	新臺幣 (TWD)	1公克	1274.000	1289.000
20140217	新臺幣 (TWD)	1公克	1280.000	1295.000
20140214	新臺幣 (TWD)	1公克	1266.000	1281.000
20140213	新臺幣 (TWD)	1公克	1248.000	1263.000
20140212	新臺幣 (TWD)	1公克	1245.000	1260.000
20140211	新臺幣 (TWD)	1公克	1243.000	1258.000
20140210	新臺幣 (TWD)	1公克	1230.000	1245.000
20140207	新臺幣 (TWD)	1公克	1220.000	1235.000
20140206	新臺幣 (TWD)	1公克	1216.000	1231.000
20140205	新臺幣 (TWD)	1公克	1214.000	1229.000
20140129	新臺幣 (TWD)	1公克	1215.000	1230.000
20140128	新臺幣 (TWD)	1公克	1219.000	1234.000
20140127	新臺幣 (TWD)	1公克	1228.000	1243.000
20140124	新臺幣 (TWD)	1公克	1213.000	1228.000
20140123	新臺幣 (TWD)	1公克	1194.000	1208.000
20140122	新臺幣 (TWD)	1公克	1195.000	1209.000
20140121	新臺幣 (TWD)	1公克	1204.000	1219.000
20140120	新臺幣 (TWD)	1公克	1206.000	1220.000
20140117	新臺幣 (TWD)	1公克	1194.000	1208.000
20140116	新臺幣 (TWD)	1公克	1192.000	1206.000
20140115	新臺幣 (TWD)	1公克	1192.000	1206.000
20140114	新臺幣 (TWD)	1公克	1201.000	1216.000
20140113	新臺幣 (TWD)	1公克	1197.000	1211.000
20140110	新臺幣 (TWD)	1公克	1184.000	1198.000
20140109	新臺幣 (TWD)	1公克	1180.000	1194.000
20140108	新臺幣 (TWD)	1公克	1180.000	1194.000
20140107	新臺幣 (TWD)	1公克	1194.000	1208.000
20140106	新臺幣 (TWD)	1公克	1189.000	1203.000
20140103	新臺幣 (TWD)	1公克	1182.000	1196.000
20140102	新臺幣 (TWD)	1公克	1170.000	1184.000
