日期	牌價幣別	商品重量	本行買入價格	本行賣出價格
20171023	新台幣 (TWD)	1公克	1233.000	1248.000
20171020	新台幣 (TWD)	1公克	1239.000	1254.000
20171019	新台幣 (TWD)	1公克	1237.000	1252.000
20171018	新台幣 (TWD)	1公克	1238.000	1253.000
20171017	新台幣 (TWD)	1公克	1244.000	1259.000
20171016	新台幣 (TWD)	1公克	1256.000	1271.000
20171013	新台幣 (TWD)	1公克	1250.000	1265.000
20171012	新台幣 (TWD)	1公克	1250.000	1265.000
20171011	新台幣 (TWD)	1公克	1245.000	1260.000
20171006	新台幣 (TWD)	1公克	1230.000	1245.000
20171005	新台幣 (TWD)	1公克	1237.000	1252.000
20171003	新台幣 (TWD)	1公克	1236.000	1251.000
20171002	新台幣 (TWD)	1公克	1236.000	1251.000
20170930	新台幣 (TWD)	1公克	1237.000	1256.000
20170929	新台幣 (TWD)	1公克	1248.000	1263.000
20170928	新台幣 (TWD)	1公克	1242.000	1257.000
20170927	新台幣 (TWD)	1公克	1249.000	1264.000
20170926	新台幣 (TWD)	1公克	1262.000	1277.000
20170925	新台幣 (TWD)	1公克	1246.000	1261.000
20170922	新台幣 (TWD)	1公克	1251.000	1266.000
20170921	新台幣 (TWD)	1公克	1249.000	1264.000
20170920	新台幣 (TWD)	1公克	1262.000	1277.000
20170919	新台幣 (TWD)	1公克	1258.000	1273.000
20170918	新台幣 (TWD)	1公克	1264.000	1279.000
20170915	新台幣 (TWD)	1公克	1272.000	1288.000
20170914	新台幣 (TWD)	1公克	1269.000	1285.000
20170913	新台幣 (TWD)	1公克	1276.000	1292.000
20170912	新台幣 (TWD)	1公克	1270.000	1286.000
20170911	新台幣 (TWD)	1公克	1277.000	1293.000
20170908	新台幣 (TWD)	1公克	1294.000	1310.000
20170907	新台幣 (TWD)	1公克	1282.000	1298.000
20170906	新台幣 (TWD)	1公克	1285.000	1301.000
20170905	新台幣 (TWD)	1公克	1279.000	1295.000
20170904	新台幣 (TWD)	1公克	1284.000	1300.000
20170901	新台幣 (TWD)	1公克	1269.000	1284.000
20170831	新台幣 (TWD)	1公克	1258.000	1273.000
20170830	新台幣 (TWD)	1公克	1258.000	1273.000
20170829	新台幣 (TWD)	1公克	1271.000	1287.000
20170828	新台幣 (TWD)	1公克	1249.000	1264.000
20170825	新台幣 (TWD)	1公克	1241.000	1256.000
20170824	新台幣 (TWD)	1公克	1243.000	1258.000
20170823	新台幣 (TWD)	1公克	1242.000	1257.000
20170822	新台幣 (TWD)	1公克	1242.000	1257.000
20170821	新台幣 (TWD)	1公克	1246.000	1261.000
20170818	新台幣 (TWD)	1公克	1251.000	1266.000
20170817	新台幣 (TWD)	1公克	1245.000	1260.000
20170816	新台幣 (TWD)	1公克	1230.000	1245.000
20170815	新台幣 (TWD)	1公克	1232.000	1247.000
20170814	新台幣 (TWD)	1公克	1243.000	1258.000
20170811	新台幣 (TWD)	1公克	1246.000	1261.000
20170810	新台幣 (TWD)	1公克	1237.000	1252.000
20170809	新台幣 (TWD)	1公克	1223.000	1238.000
20170808	新台幣 (TWD)	1公克	1214.000	1229.000
20170807	新台幣 (TWD)	1公克	1213.000	1228.000
20170804	新台幣 (TWD)	1公克	1223.000	1238.000
20170803	新台幣 (TWD)	1公克	1216.000	1231.000
20170802	新台幣 (TWD)	1公克	1221.000	1236.000
20170801	新台幣 (TWD)	1公克	1224.000	1239.000
20170731	新台幣 (TWD)	1公克	1221.000	1236.000
20170728	新台幣 (TWD)	1公克	1216.000	1231.000
20170727	新台幣 (TWD)	1公克	1217.000	1232.000
20170726	新台幣 (TWD)	1公克	1207.000	1222.000
20170725	新台幣 (TWD)	1公克	1216.000	1231.000
20170724	新台幣 (TWD)	1公克	1213.000	1228.000
20170721	新台幣 (TWD)	1公克	1211.000	1226.000
20170720	新台幣 (TWD)	1公克	1204.000	1219.000
20170719	新台幣 (TWD)	1公克	1202.000	1217.000
20170718	新台幣 (TWD)	1公克	1198.000	1213.000
20170717	新台幣 (TWD)	1公克	1196.000	1211.000
20170714	新台幣 (TWD)	1公克	1184.000	1198.000
20170713	新台幣 (TWD)	1公克	1187.000	1201.000
20170712	新台幣 (TWD)	1公克	1187.000	1201.000
20170711	新台幣 (TWD)	1公克	1182.000	1196.000
20170710	新台幣 (TWD)	1公克	1179.000	1193.000
20170707	新台幣 (TWD)	1公克	1194.000	1209.000
20170706	新台幣 (TWD)	1公克	1196.000	1211.000
20170705	新台幣 (TWD)	1公克	1194.000	1209.000
20170704	新台幣 (TWD)	1公克	1194.000	1209.000
20170703	新台幣 (TWD)	1公克	1200.000	1215.000
20170630	新台幣 (TWD)	1公克	1208.000	1223.000
20170629	新台幣 (TWD)	1公克	1213.000	1228.000
20170628	新台幣 (TWD)	1公克	1215.000	1230.000
20170627	新台幣 (TWD)	1公克	1212.000	1227.000
20170626	新台幣 (TWD)	1公克	1214.000	1229.000
20170623	新台幣 (TWD)	1公克	1217.000	1232.000
20170622	新台幣 (TWD)	1公克	1218.000	1233.000
20170621	新台幣 (TWD)	1公克	1212.000	1227.000
20170620	新台幣 (TWD)	1公克	1210.000	1225.000
20170619	新台幣 (TWD)	1公克	1212.000	1227.000
20170616	新台幣 (TWD)	1公克	1217.000	1232.000
20170615	新台幣 (TWD)	1公克	1218.000	1233.000
20170614	新台幣 (TWD)	1公克	1224.000	1239.000
20170613	新台幣 (TWD)	1公克	1220.000	1235.000
20170612	新台幣 (TWD)	1公克	1220.000	1235.000
20170609	新台幣 (TWD)	1公克	1222.000	1237.000
20170608	新台幣 (TWD)	1公克	1236.000	1251.000
20170607	新台幣 (TWD)	1公克	1240.000	1255.000
20170606	新台幣 (TWD)	1公克	1237.000	1252.000
20170605	新台幣 (TWD)	1公克	1230.000	1245.000
20170603	新台幣 (TWD)	1公克	1226.000	1244.000
20170602	新台幣 (TWD)	1公克	1212.000	1227.000
20170601	新台幣 (TWD)	1公克	1217.000	1232.000
20170531	新台幣 (TWD)	1公克	1211.000	1226.000
20170526	新台幣 (TWD)	1公克	1213.000	1228.000
20170525	新台幣 (TWD)	1公克	1207.000	1222.000
20170524	新台幣 (TWD)	1公克	1205.000	1220.000
20170523	新台幣 (TWD)	1公克	1213.000	1228.000
20170522	新台幣 (TWD)	1公克	1204.000	1219.000
20170519	新台幣 (TWD)	1公克	1206.000	1221.000
20170518	新台幣 (TWD)	1公克	1211.000	1226.000
20170517	新台幣 (TWD)	1公克	1196.000	1211.000
20170516	新台幣 (TWD)	1公克	1189.000	1203.000
20170515	新台幣 (TWD)	1公克	1187.000	1201.000
20170512	新台幣 (TWD)	1公克	1185.000	1199.000
20170511	新台幣 (TWD)	1公克	1179.000	1193.000
20170510	新台幣 (TWD)	1公克	1181.000	1195.000
20170509	新台幣 (TWD)	1公克	1187.000	1201.000
20170508	新台幣 (TWD)	1公克	1186.000	1200.000
20170505	新台幣 (TWD)	1公克	1188.000	1202.000
20170504	新台幣 (TWD)	1公克	1189.000	1203.000
20170503	新台幣 (TWD)	1公克	1205.000	1219.000
20170502	新台幣 (TWD)	1公克	1206.000	1221.000
20170428	新台幣 (TWD)	1公克	1220.000	1235.000
20170427	新台幣 (TWD)	1公克	1217.000	1232.000
20170426	新台幣 (TWD)	1公克	1214.000	1229.000
20170425	新台幣 (TWD)	1公克	1224.000	1239.000
20170424	新台幣 (TWD)	1公克	1228.000	1243.000
20170421	新台幣 (TWD)	1公克	1239.000	1254.000
20170420	新台幣 (TWD)	1公克	1243.000	1258.000
20170419	新台幣 (TWD)	1公克	1247.000	1262.000
20170418	新台幣 (TWD)	1公克	1245.000	1260.000
20170417	新台幣 (TWD)	1公克	1245.000	1264.000
20170414	新台幣 (TWD)	1公克	1246.000	1265.000
20170413	新台幣 (TWD)	1公克	1244.000	1259.000
20170412	新台幣 (TWD)	1公克	1243.000	1258.000
20170411	新台幣 (TWD)	1公克	1230.000	1245.000
20170410	新台幣 (TWD)	1公克	1226.000	1241.000
20170407	新台幣 (TWD)	1公克	1234.000	1249.000
20170406	新台幣 (TWD)	1公克	1222.000	1237.000
20170405	新台幣 (TWD)	1公克	1217.000	1232.000
20170331	新台幣 (TWD)	1公克	1205.000	1220.000
20170330	新台幣 (TWD)	1公克	1210.000	1225.000
20170329	新台幣 (TWD)	1公克	1208.000	1223.000
20170328	新台幣 (TWD)	1公克	1207.000	1222.000
20170327	新台幣 (TWD)	1公克	1215.000	1230.000
20170324	新台幣 (TWD)	1公克	1210.000	1225.000
20170323	新台幣 (TWD)	1公克	1214.000	1229.000
20170322	新台幣 (TWD)	1公克	1214.000	1229.000
20170321	新台幣 (TWD)	1公克	1196.000	1211.000
20170320	新台幣 (TWD)	1公克	1204.000	1219.000
20170317	新台幣 (TWD)	1公克	1200.000	1215.000
20170316	新台幣 (TWD)	1公克	1202.000	1216.000
20170315	新台幣 (TWD)	1公克	1188.000	1202.000
20170314	新台幣 (TWD)	1公克	1189.000	1203.000
20170313	新台幣 (TWD)	1公克	1196.000	1211.000
20170310	新台幣 (TWD)	1公克	1188.000	1202.000
20170310	新台幣 (TWD)	1公克	1188.000	1202.000
20170309	新台幣 (TWD)	1公克	1195.000	1210.000
20170308	新台幣 (TWD)	1公克	1199.000	1214.000
20170307	新台幣 (TWD)	1公克	1208.000	1223.000
20170306	新台幣 (TWD)	1公克	1220.000	1235.000
20170303	新台幣 (TWD)	1公克	1219.000	1234.000
20170302	新台幣 (TWD)	1公克	1223.000	1238.000
20170301	新台幣 (TWD)	1公克	1223.000	1238.000
20170224	新台幣 (TWD)	1公克	1228.000	1243.000
20170223	新台幣 (TWD)	1公克	1216.000	1231.000
20170222	新台幣 (TWD)	1公克	1215.000	1230.000
20170221	新台幣 (TWD)	1公克	1215.000	1230.000
20170220	新台幣 (TWD)	1公克	1214.000	1229.000
20170218	新台幣 (TWD)	1公克	1216.000	1233.000
20170217	新台幣 (TWD)	1公克	1217.000	1232.000
20170216	新台幣 (TWD)	1公克	1212.000	1227.000
20170215	新台幣 (TWD)	1公克	1202.000	1217.000
20170214	新台幣 (TWD)	1公克	1212.000	1227.000
20170213	新台幣 (TWD)	1公克	1220.000	1235.000
20170210	新台幣 (TWD)	1公克	1212.000	1227.000
20170209	新台幣 (TWD)	1公克	1228.000	1243.000
20170208	新台幣 (TWD)	1公克	1224.000	1239.000
20170207	新台幣 (TWD)	1公克	1221.000	1236.000
20170206	新台幣 (TWD)	1公克	1209.000	1224.000
20170203	新台幣 (TWD)	1公克	1202.000	1217.000
20170202	新台幣 (TWD)	1公克	1205.000	1220.000
20170126	新台幣 (TWD)	1公克	1198.000	1213.000
20170125	新台幣 (TWD)	1公克	1204.000	1219.000
20170124	新台幣 (TWD)	1公克	1217.000	1232.000
20170123	新台幣 (TWD)	1公克	1219.000	1234.000
20170120	新台幣 (TWD)	1公克	1217.000	1232.000
20170119	新台幣 (TWD)	1公克	1213.000	1228.000
20170118	新台幣 (TWD)	1公克	1222.000	1237.000
20170117	新台幣 (TWD)	1公克	1223.000	1238.000
20170116	新台幣 (TWD)	1公克	1220.000	1235.000
20170113	新台幣 (TWD)	1公克	1207.000	1222.000
20170112	新台幣 (TWD)	1公克	1217.000	1232.000
20170111	新台幣 (TWD)	1公克	1213.000	1228.000
20170110	新台幣 (TWD)	1公克	1210.000	1225.000
20170109	新台幣 (TWD)	1公克	1205.000	1220.000
20170106	新台幣 (TWD)	1公克	1200.000	1215.000
20170105	新台幣 (TWD)	1公克	1201.000	1216.000
20170104	新台幣 (TWD)	1公克	1197.000	1212.000
20170103	新台幣 (TWD)	1公克	1190.000	1205.000
