日期	牌價幣別	商品重量	本行買入價格	本行賣出價格
20161006	新台幣 (TWD)	1 公克	1269.000	1285.000
20161005	新台幣 (TWD)	1 公克	1275.000	1291.000
20161004	新台幣 (TWD)	1 公克	1311.000	1327.000
20161003	新台幣 (TWD)	1 公克	1319.000	1335.000
20160930	新台幣 (TWD)	1 公克	1326.000	1342.000
20160929	新台幣 (TWD)	1 公克	1324.000	1340.000
20160926	新台幣 (TWD)	1 公克	1341.000	1357.000
20160923	新台幣 (TWD)	1 公克	1336.000	1352.000
20160922	新台幣 (TWD)	1 公克	1336.000	1352.000
20160921	新台幣 (TWD)	1 公克	1326.000	1342.000
20160920	新台幣 (TWD)	1 公克	1319.000	1335.000
20160919	新台幣 (TWD)	1 公克	1322.000	1338.000
20160914	新台幣 (TWD)	1 公克	1338.000	1354.000
20160913	新台幣 (TWD)	1 公克	1345.000	1361.000
20160912	新台幣 (TWD)	1 公克	1348.000	1365.000
20160910	新台幣 (TWD)	1 公克	1336.000	1357.000
20160909	新台幣 (TWD)	1 公克	1343.000	1359.000
20160908	新台幣 (TWD)	1 公克	1346.000	1362.000
20160907	新台幣 (TWD)	1 公克	1346.000	1362.000
20160906	新台幣 (TWD)	1 公克	1334.000	1350.000
20160905	新台幣 (TWD)	1 公克	1335.000	1351.000
20160902	新台幣 (TWD)	1 公克	1328.000	1344.000
20160901	新台幣 (TWD)	1 公克	1325.000	1341.000
20160831	新台幣 (TWD)	1 公克	1331.000	1347.000
20160830	新台幣 (TWD)	1 公克	1338.000	1354.000
20160829	新台幣 (TWD)	1 公克	1339.000	1355.000
20160826	新台幣 (TWD)	1 公克	1340.000	1356.000
20160825	新台幣 (TWD)	1 公克	1342.000	1358.000
20160824	新台幣 (TWD)	1 公克	1356.000	1373.000
20160823	新台幣 (TWD)	1 公克	1359.000	1376.000
20160822	新台幣 (TWD)	1 公克	1355.000	1372.000
20160819	新台幣 (TWD)	1 公克	1360.000	1377.000
20160818	新台幣 (TWD)	1 公克	1355.000	1372.000
20160817	新台幣 (TWD)	1 公克	1347.000	1364.000
20160816	新台幣 (TWD)	1 公克	1346.000	1362.000
20160815	新台幣 (TWD)	1 公克	1343.000	1359.000
20160812	新台幣 (TWD)	1 公克	1344.000	1360.000
20160811	新台幣 (TWD)	1 公克	1345.000	1361.000
20160810	新台幣 (TWD)	1 公克	1347.000	1363.000
20160809	新台幣 (TWD)	1 公克	1337.000	1353.000
20160808	新台幣 (TWD)	1 公克	1343.000	1359.000
20160805	新台幣 (TWD)	1 公克	1372.000	1389.000
20160804	新台幣 (TWD)	1 公克	1366.000	1383.000
20160803	新台幣 (TWD)	1 公克	1382.000	1399.000
20160802	新台幣 (TWD)	1 公克	1371.000	1388.000
20160801	新台幣 (TWD)	1 公克	1361.000	1378.000
20160729	新台幣 (TWD)	1 公克	1359.000	1376.000
20160728	新台幣 (TWD)	1 公克	1368.000	1385.000
20160727	新台幣 (TWD)	1 公克	1350.000	1367.000
20160726	新台幣 (TWD)	1 公克	1353.000	1370.000
20160725	新台幣 (TWD)	1 公克	1351.000	1368.000
20160722	新台幣 (TWD)	1 公克	1356.000	1373.000
20160721	新台幣 (TWD)	1 公克	1348.000	1365.000
20160720	新台幣 (TWD)	1 公克	1357.000	1374.000
20160719	新台幣 (TWD)	1 公克	1358.000	1375.000
20160718	新台幣 (TWD)	1 公克	1355.000	1372.000
20160715	新台幣 (TWD)	1 公克	1360.000	1377.000
20160714	新台幣 (TWD)	1 公克	1364.000	1381.000
20160713	新台幣 (TWD)	1 公克	1377.000	1394.000
20160712	新台幣 (TWD)	1 公克	1395.000	1412.000
20160711	新台幣 (TWD)	1 公克	1399.000	1416.000
20160707	新台幣 (TWD)	1 公克	1408.000	1425.000
20160706	新台幣 (TWD)	1 公克	1411.000	1428.000
20160705	新台幣 (TWD)	1 公克	1383.000	1400.000
20160704	新台幣 (TWD)	1 公克	1387.000	1404.000
20160701	新台幣 (TWD)	1 公克	1369.000	1386.000
20160630	新台幣 (TWD)	1 公克	1353.000	1370.000
20160629	新台幣 (TWD)	1 公克	1364.000	1381.000
20160628	新台幣 (TWD)	1 公克	1360.000	1377.000
20160627	新台幣 (TWD)	1 公克	1374.000	1391.000
20160624	新台幣 (TWD)	1 公克	1365.000	1382.000
20160623	新台幣 (TWD)	1 公克	1305.000	1320.000
20160622	新台幣 (TWD)	1 公克	1302.000	1318.000
20160621	新台幣 (TWD)	1 公克	1320.000	1336.000
20160620	新台幣 (TWD)	1 公克	1323.000	1339.000
20160617	新台幣 (TWD)	1 公克	1326.000	1342.000
20160616	新台幣 (TWD)	1 公克	1352.000	1369.000
20160615	新台幣 (TWD)	1 公克	1331.000	1347.000
20160614	新台幣 (TWD)	1 公克	1324.000	1340.000
20160613	新台幣 (TWD)	1 公克	1324.000	1340.000
20160608	新台幣 (TWD)	1 公克	1286.000	1302.000
20160607	新台幣 (TWD)	1 公克	1283.000	1299.000
20160607	新台幣 (TWD)	1 公克	1283.000	1299.000
20160606	新台幣 (TWD)	1 公克	1283.000	1299.000
20160604	新台幣 (TWD)	1 公克	1293.000	1314.000
20160603	新台幣 (TWD)	1 公克	1264.000	1279.000
20160602	新台幣 (TWD)	1 公克	1269.000	1284.000
20160601	新台幣 (TWD)	1 公克	1268.000	1283.000
20160531	新台幣 (TWD)	1 公克	1260.000	1275.000
20160530	新台幣 (TWD)	1 公克	1256.000	1271.000
20160527	新台幣 (TWD)	1 公克	1269.000	1285.000
20160527	新台幣 (TWD)	1 公克	1269.000	1285.000
20160526	新台幣 (TWD)	1 公克	1278.000	1294.000
20160525	新台幣 (TWD)	1 公克	1279.000	1295.000
20160524	新台幣 (TWD)	1 公克	1298.000	1314.000
20160523	新台幣 (TWD)	1 公克	1305.000	1321.000
20160520	新台幣 (TWD)	1 公克	1312.000	1328.000
20160519	新台幣 (TWD)	1 公克	1314.000	1330.000
20160518	新台幣 (TWD)	1 公克	1326.000	1342.000
20160517	新台幣 (TWD)	1 公克	1328.000	1344.000
20160516	新台幣 (TWD)	1 公克	1338.000	1354.000
20160513	新台幣 (TWD)	1 公克	1325.000	1341.000
20160512	新台幣 (TWD)	1 公克	1318.000	1334.000
20160511	新台幣 (TWD)	1 公克	1321.000	1337.000
20160510	新台幣 (TWD)	1 公克	1315.000	1331.000
20160509	新台幣 (TWD)	1 公克	1321.000	1337.000
20160506	新台幣 (TWD)	1 公克	1323.000	1339.000
20160505	新台幣 (TWD)	1 公克	1320.000	1336.000
20160504	新台幣 (TWD)	1 公克	1324.000	1340.000
20160503	新台幣 (TWD)	1 公克	1332.000	1348.000
20160429	新台幣 (TWD)	1 公克	1311.000	1327.000
20160428	新台幣 (TWD)	1 公克	1293.000	1309.000
20160427	新台幣 (TWD)	1 公克	1287.000	1303.000
20160426	新台幣 (TWD)	1 公克	1274.000	1290.000
20160425	新台幣 (TWD)	1 公克	1274.000	1290.000
20160422	新台幣 (TWD)	1 公克	1284.000	1300.000
20160421	新台幣 (TWD)	1 公克	1297.000	1313.000
20160420	新台幣 (TWD)	1 公克	1284.000	1300.000
20160419	新台幣 (TWD)	1 公克	1285.000	1301.000
20160418	新台幣 (TWD)	1 公克	1280.000	1296.000
20160415	新台幣 (TWD)	1 公克	1270.000	1286.000
20160414	新台幣 (TWD)	1 公克	1277.000	1293.000
20160413	新台幣 (TWD)	1 公克	1287.000	1303.000
20160412	新台幣 (TWD)	1 公克	1300.000	1316.000
20160411	新台幣 (TWD)	1 公克	1295.000	1311.000
20160408	新台幣 (TWD)	1 公克	1275.000	1291.000
20160407	新台幣 (TWD)	1 公克	1269.000	1285.000
20160406	新台幣 (TWD)	1 公克	1271.000	1287.000
20160401	新台幣 (TWD)	1 公克	1272.000	1288.000
20160331	新台幣 (TWD)	1 公克	1266.000	1281.000
20160330	新台幣 (TWD)	1 公克	1282.000	1298.000
20160329	新台幣 (TWD)	1 公克	1268.000	1283.000
20160328	新台幣 (TWD)	1 公克	1267.000	1286.000
20160325	新台幣 (TWD)	1 公克	1269.000	1289.000
20160324	新台幣 (TWD)	1 公克	1267.000	1282.000
20160323	新台幣 (TWD)	1 公克	1281.000	1297.000
20160322	新台幣 (TWD)	1 公克	1296.000	1312.000
20160321	新台幣 (TWD)	1 公克	1289.000	1305.000
20160318	新台幣 (TWD)	1 公克	1304.000	1320.000
20160317	新台幣 (TWD)	1 公克	1310.000	1326.000
20160316	新台幣 (TWD)	1 公克	1294.000	1310.000
20160315	新台幣 (TWD)	1 公克	1285.000	1301.000
20160314	新台幣 (TWD)	1 公克	1313.000	1329.000
20160311	新台幣 (TWD)	1 公克	1329.000	1345.000
20160310	新台幣 (TWD)	1 公克	1310.000	1326.000
20160309	新台幣 (TWD)	1 公克	1321.000	1337.000
20160308	新台幣 (TWD)	1 公克	1328.000	1344.000
20160307	新台幣 (TWD)	1 公克	1319.000	1335.000
20160304	新台幣 (TWD)	1 公克	1320.000	1336.000
20160303	新台幣 (TWD)	1 公克	1306.000	1322.000
20160302	新台幣 (TWD)	1 公克	1295.000	1311.000
20160301	新台幣 (TWD)	1 公克	1312.000	1328.000
20160226	新台幣 (TWD)	1 公克	1312.000	1328.000
20160225	新台幣 (TWD)	1 公克	1312.000	1328.000
20160224	新台幣 (TWD)	1 公克	1297.000	1313.000
20160223	新台幣 (TWD)	1 公克	1293.000	1309.000
20160222	新台幣 (TWD)	1 公克	1290.000	1306.000
20160219	新台幣 (TWD)	1 公克	1299.000	1315.000
20160218	新台幣 (TWD)	1 公克	1280.000	1296.000
20160217	新台幣 (TWD)	1 公克	1282.000	1298.000
20160216	新台幣 (TWD)	1 公克	1272.000	1288.000
20160215	新台幣 (TWD)	1 公克	1278.000	1294.000
20160205	新台幣 (TWD)	1 公克	1227.000	1242.000
20160204	新台幣 (TWD)	1 公克	1216.000	1231.000
20160203	新台幣 (TWD)	1 公克	1205.000	1220.000
20160202	新台幣 (TWD)	1 公克	1199.000	1214.000
20160201	新台幣 (TWD)	1 公克	1198.000	1213.000
20160130	新台幣 (TWD)	1 公克	1186.000	1206.000
20160129	新台幣 (TWD)	1 公克	1188.000	1202.000
20160128	新台幣 (TWD)	1 公克	1199.000	1214.000
20160127	新台幣 (TWD)	1 公克	1198.000	1213.000
20160126	新台幣 (TWD)	1 公克	1196.000	1211.000
20160125	新台幣 (TWD)	1 公克	1179.000	1193.000
20160122	新台幣 (TWD)	1 公克	1176.000	1190.000
20160121	新台幣 (TWD)	1 公克	1190.000	1204.000
20160120	新台幣 (TWD)	1 公克	1176.000	1190.000
20160119	新台幣 (TWD)	1 公克	1170.000	1184.000
20160118	新台幣 (TWD)	1 公克	1170.000	1184.000
20160115	新台幣 (TWD)	1 公克	1163.000	1177.000
20160114	新台幣 (TWD)	1 公克	1165.000	1179.000
20160113	新台幣 (TWD)	1 公克	1154.000	1168.000
20160112	新台幣 (TWD)	1 公克	1169.000	1183.000
20160111	新台幣 (TWD)	1 公克	1178.000	1192.000
20160108	新台幣 (TWD)	1 公克	1170.000	1184.000
20160107	新台幣 (TWD)	1 公克	1168.000	1182.000
20160106	新台幣 (TWD)	1 公克	1145.000	1159.000
20160105	新台幣 (TWD)	1 公克	1138.000	1152.000
20160104	新台幣 (TWD)	1 公克	1129.000	1143.000
